time,Theta_set,Theta_input
2105,45,82.86
2106,45,82.86
2107,45,82.86
2108,45,82.86
2109,45,82.86
2110,45,82.85
2111,45,82.85
2112,45,82.85
2113,45,82.85
2114,45,82.85
2115,45,82.85
2116,45,82.85
2117,45,82.85
2118,45,82.85
2119,45,82.85
2120,45,82.86
2121,45,82.87
2122,45,82.85
2123,45,82.87
2124,45,82.87
2125,45,82.87
2126,45,82.87
2127,45,82.87
2128,45,82.87
2129,45,82.87
2130,45,82.86
2131,45,82.86
2132,45,82.86
2133,45,82.86
2134,45,82.86
2135,45,82.86
2136,45,82.86
2137,45,82.86
2138,45,82.86
2139,45,82.86
2140,45,82.86
2141,45,82.86
2142,45,82.86
2143,45,82.86
2144,45,82.86
2145,45,82.87
2146,45,82.87
2147,45,82.87
2148,45,82.85
2149,45,82.87
2150,45,82.87
2151,45,82.87
2152,45,82.87
2153,45,82.87
2154,45,82.87
2155,45,82.87
2156,45,82.87
2157,45,82.87
2158,45,82.87
2159,45,82.87
2160,45,82.87
2161,40,82.87
2162,40,82.87
2163,40,82.87
2164,40,82.87
2165,40,82.87
2166,40,82.87
2167,40,82.87
2168,40,82.87
2169,40,82.87
2170,40,82.86
2171,40,82.86
2172,40,82.86
2173,40,82.86
2174,40,82.86
2175,40,82.86
2176,40,82.86
2177,40,82.87
2178,40,82.87
2179,40,82.87
2180,40,82.87
2181,40,82.87
2182,40,82.87
2183,40,82.87
2184,40,82.87
2185,40,82.86
2186,40,82.86
2187,40,82.86
2188,40,82.86
2189,40,82.87
2190,40,82.87
2191,40,82.87
2192,40,82.87
2193,40,82.87
2194,40,82.87
2195,40,82.87
2196,40,82.87
2197,40,82.87
2198,40,82.87
2199,40,82.87
2200,40,82.87
2201,40,82.87
2202,40,82.87
2203,40,82.87
2204,40,82.87
2205,40,82.87
2206,40,82.87
2207,40,82.87
2208,40,82.86
2209,40,82.87
2210,40,82.87
2211,40,82.87
2212,40,82.87
2213,40,82.87
2214,40,82.86
2215,40,82.86
2216,40,82.86
2217,40,82.86
2218,40,82.86
2219,40,82.86
2220,40,82.86
2221,40,82.86
2222,40,82.86
2223,40,82.86
2224,40,82.86
2225,40,82.86
2226,40,82.86
2227,40,82.86
2228,40,82.86
2229,40,82.86
2230,40,82.86
2231,40,82.86
2232,40,82.86
2233,40,82.86
2234,40,82.86
2235,40,82.87
2236,40,82.87
2237,40,82.87
2238,40,82.87
2239,40,82.87
2240,40,82.87
2241,40,82.87
2242,40,82.87
2243,40,82.87
2244,40,82.87
2245,40,82.87
2246,40,82.87
2247,40,82.87
2248,40,82.87
2249,40,82.88
2250,40,82.88
2251,40,82.87
2252,40,82.87
2253,40,82.87
2254,40,82.87
2255,40,82.87
2256,40,82.87
2257,40,82.87
2258,40,82.87
2259,40,82.87
2260,40,82.87
2261,40,82.87
2262,40,82.87
2263,40,82.87
2264,40,82.87
2265,40,82.87
2266,40,82.87
2267,40,82.87
2268,40,82.87
2269,40,82.87
2270,40,82.87
2271,40,82.87
2272,40,82.87
2273,40,82.87
2274,40,82.87
2275,40,82.87
2276,40,82.87
2277,40,82.87
2278,40,82.87
2279,40,82.87
2280,40,82.87
2281,40,82.87
2282,40,82.87
2283,40,82.87
2284,40,82.87
2285,40,82.87
2286,40,82.87
2287,40,82.87
2288,40,82.87
2289,40,82.87
2290,40,82.87
2291,40,82.87
2292,40,82.87
2293,40,82.87
2294,40,82.87
2295,40,82.87
2296,40,82.86
2297,40,82.86
2298,40,82.86
2299,40,82.86
2300,40,82.86
2301,40,82.86
2302,40,82.86
2303,40,82.86
2304,40,82.86
2305,40,82.86
2306,40,82.86
2307,40,82.85
2308,40,82.85
2309,40,82.85
2310,40,82.85
2311,40,82.85
2312,40,82.85
2313,45,82.85
2314,45,82.85
2315,45,82.85
2316,45,82.86
2317,45,82.85
2318,45,82.86
2319,45,82.86
2320,45,82.86
2321,45,82.85
2322,45,82.85
2323,45,82.85
2324,45,82.85
2325,45,82.85
2326,45,82.85
2327,45,82.85
2328,45,82.85
2329,45,82.85
2330,45,82.85
2331,45,82.85
2332,45,82.85
2333,45,82.85
2334,45,82.85
2335,45,82.84
2336,45,82.84
2337,45,82.84
2338,45,82.84
2339,45,82.83
2340,45,82.83
2341,45,82.85
2342,45,82.84
2343,45,82.84
2344,45,82.83
2345,45,82.83
2346,45,82.83
2347,45,82.83
2348,45,82.83
2349,45,82.83
2350,45,82.83
2351,45,82.83
2352,45,82.83
2353,45,82.83
2354,45,82.84
2355,45,82.84
2356,45,82.83
2357,45,82.84
2358,45,82.84
2359,45,82.84
2360,45,82.83
2361,45,82.83
2362,45,82.83
2363,45,82.83
2364,45,82.83
2365,45,82.83
2366,45,82.83
2367,45,82.83
2368,45,82.83
2369,45,82.83
2370,45,82.83
2371,45,82.83
2372,45,82.83
2373,45,82.83
2374,45,82.82
2375,45,82.82
2376,45,82.82
2377,45,82.81
2378,45,82.81
2379,45,82.81
2380,45,82.82
2381,45,82.82
2382,45,82.82
2383,45,82.82
2384,45,82.82
2385,45,82.82
2386,45,82.82
2387,45,82.82
2388,45,82.82
2389,45,82.82
2390,45,82.82
2391,45,82.82
2392,45,82.81
2393,45,82.81
2394,45,82.81
2395,45,82.81
2396,45,82.81
2397,45,82.81
2398,45,82.81
2399,45,82.81
2400,45,82.81
2401,45,82.81
2402,45,82.81
2403,45,82.81
2404,45,82.81
2405,45,82.81
2406,45,82.81
2407,45,82.81
2408,45,82.81
2409,45,82.82
2410,45,82.82
2411,45,82.82
2412,45,82.81
2413,40,82.81
2414,40,82.81
2415,40,82.82
2416,40,82.82
2417,40,82.82
2418,40,82.82
2419,40,82.82
2420,40,82.82
2421,40,82.82
2422,40,82.82
2423,40,82.82
2424,40,82.82
2425,40,82.82
2426,40,82.82
2427,40,82.82
2428,40,82.82
2429,40,82.83
2430,40,82.82
2431,40,82.82
2432,40,82.82
2433,40,82.82
2434,40,82.82
2435,40,82.82
2436,40,82.82
2437,40,82.82
2438,40,82.82
2439,40,82.82
2440,40,82.82
2441,40,82.82
2442,40,82.82
2443,40,82.82
2444,40,82.82
2445,40,82.82
2446,40,82.82
2447,40,82.81
2448,40,82.82
2449,40,82.82
2450,40,82.82
2451,40,82.82
2452,40,82.82
2453,40,82.82
2454,40,82.82
2455,40,82.82
2456,40,82.82
2457,40,82.82
2458,40,82.83
2459,40,82.83
2460,40,82.83
2461,40,82.83
2462,40,82.83
2463,40,82.83
2464,40,82.83
2465,40,82.83
2466,40,82.83
2467,40,82.83
2468,40,82.83
2469,40,82.83
