ime,Theta_set,Theta_input
3223,40,40.36
3224,40,40.37
3225,40,40.36
3226,40,40.34
3227,40,40.26
3228,40,40.18
3229,40,40.1
3230,40,40.01
3231,40,39.94
3232,40,39.89
3233,40,39.85
3234,40,39.84
3235,40,39.84
3236,40,39.88
3237,40,39.92
3238,40,39.98
3239,40,40.02
3240,40,40.08
3241,40,40.13
3242,40,40.17
3243,40,40.19
3244,40,40.2
3245,40,40.19
3246,40,40.18
3247,40,40.16
3248,40,40.14
3249,40,40.11
3250,40,40.1
3251,40,40.1
3252,40,40.11
3253,40,40.14
3254,40,40.17
3255,40,40.2
3256,40,40.25
3257,40,40.3
3258,40,40.34
3259,40,40.38
3260,40,40.43
3261,40,40.48
3262,40,40.5
3263,40,40.54
3264,40,40.57
3265,40,40.56
3266,40,40.45
3267,40,40.38
3268,40,40.53
3269,40,40.72
3270,40,40.88
3271,40,41.03
3272,40,41.02
3273,40,40.9
3274,40,40.7
3275,40,40.41
3276,40,40.07
3277,40,39.55
3278,40,39.03
3279,40,38.66
3280,40,38.43
3281,40,38.27
3282,40,38.22
3283,40,38.41
3284,40,38.73
3285,40,38.96
3286,40,39.22
3287,40,39.43
3288,40,39.5
3289,40,39.47
3290,40,39.45
3291,40,39.44
3292,40,39.43
3293,40,39.44
3294,40,39.45
3295,40,39.48
3296,40,39.55
3297,40,39.62
3298,40,39.73
3299,40,39.84
3300,40,39.96
3301,40,40.07
3302,40,40.15
3303,40,40.22
3304,40,40.28
3305,40,40.32
3306,40,40.34
3307,40,40.37
3308,40,40.42
3309,40,40.46
3310,40,40.53
3311,40,40.62
3312,45,40.71
3313,45,40.84
3314,45,41.16
3315,45,41.86
3316,45,42.8
3317,45,43.84
3318,45,44.77
3319,45,45.59
3320,45,46.35
3321,45,47.03
3322,45,47.64
3323,45,48.05
3324,45,48.15
3325,45,48.01
3326,45,47.71
3327,45,47.31
3328,45,46.85
3329,45,46.34
3330,45,45.82
3331,45,45.28
3332,45,44.8
3333,45,44.48
3334,45,44.29
3335,45,44.13
3336,45,44.09
3337,45,44.04
3338,45,44.07
3339,45,44.22
3340,45,44.33
3341,45,44.38
3342,45,44.43
3343,45,44.4
3344,45,44.28
3345,45,44.13
3346,45,44.03
3347,45,43.96
3348,45,43.92
3349,45,43.93
3350,45,43.97
3351,45,44.04
3352,45,44.12
3353,45,44.22
3354,45,44.3
3355,45,44.37
3356,45,44.42
3357,45,44.46
3358,45,44.46
3359,45,44.44
3360,45,44.4
3361,45,44.35
3362,45,44.29
3363,45,44.25
3364,45,44.21
3365,45,44.19
3366,45,44.19
3367,45,44.22
3368,45,44.27
3369,45,44.33
3370,45,44.4
3371,45,44.49
3372,45,44.57
3373,45,44.64
3374,45,44.69
3375,45,44.74
3376,45,44.76
3377,45,44.77
3378,45,44.77
3379,45,44.74
3380,45,44.71
3381,45,44.69
3382,45,44.66
3383,45,44.65
3384,45,44.65
3385,45,44.64
3386,45,44.67
3387,45,44.69
3388,45,44.73
3389,45,44.77
3390,45,44.83
3391,45,44.86
3392,45,44.91
3393,45,44.93
3394,45,44.95
3395,45,44.96
3396,45,44.95
3397,45,44.95
3398,45,44.92
3399,45,44.89
3400,45,44.85
3401,45,44.8
3402,45,44.77
3403,45,44.74
3404,45,44.72
3405,45,44.71
3406,45,44.71
3407,45,44.72
3408,45,44.74
3409,45,44.76
3410,45,44.79
3411,45,44.81
3412,45,44.84
3413,40,44.86
3414,40,44.87
3415,40,44.77
3416,40,44.55
3417,40,44.26
3418,40,43.87
3419,40,43.38
3420,40,42.83
3421,40,42.22
3422,40,41.57
3423,40,40.86
3424,40,40.1
3425,40,39.34
3426,40,38.63
3427,40,38.07
3428,40,37.64
3429,40,37.36
3430,40,37.21
3431,40,37.16
3432,40,37.24
3433,40,37.45
3434,40,37.62
3435,40,37.78
3436,40,38.01
3437,40,38.22
3438,40,38.34
3439,40,38.38
3440,40,38.44
3441,40,38.56
3442,40,38.69
3443,40,38.78
3444,40,38.88
3445,40,39.03
3446,40,39.22
3447,40,39.37
3448,40,39.52
3449,40,39.74
3450,40,39.93
3451,40,40.01
3452,40,40.03
3453,40,40.02
3454,40,40
3455,40,39.98
3456,40,39.97
3457,40,39.95
3458,40,39.91
3459,40,39.89
3460,40,39.88
3461,40,39.89
3462,40,39.89
3463,40,39.91
3464,40,39.94
3465,40,39.96
3466,40,39.98
3467,40,40.01
3468,40,40.02
3469,40,40.02
3470,40,40.02
3471,40,40.01
3472,40,39.99
3473,40,39.96
3474,40,39.93
3475,40,39.89
3476,40,39.85
3477,40,39.82
3478,40,39.79
3479,40,39.77
3480,40,39.74
3481,40,39.71
3482,40,39.69
3483,40,39.67
3484,40,39.66
3485,40,39.64
3486,40,39.62
3487,40,39.59
3488,40,39.57
3489,40,39.56
3490,40,39.54
3491,40,39.51
3492,40,39.5
3493,40,39.51
3494,40,39.51
3495,40,39.54
3496,40,39.57
3497,40,39.63
3498,40,39.68
3499,40,39.75
3500,40,39.83
3501,40,39.9
3502,40,39.98
3503,40,40.07
3504,40,40.14
3505,40,40.21
3506,40,40.28
3507,40,40.36
3508,40,40.43
3509,40,40.52
3510,40,40.59
3511,40,40.69
3512,40,40.79
3513,40,40.89
3514,40,41
3515,40,41.12
3516,40,41.25
3517,40,41.38
3518,40,41.51
3519,40,41.66
3520,40,41.77
3521,40,41.79
3522,40,41.55
3523,40,41.14
3524,40,40.67
3525,40,40.18
3526,40,39.78
3527,40,39.5
3528,40,39.36
3529,40,39.29
3530,40,39.32
3531,40,39.45
3532,40,39.56
3533,40,39.71
3534,40,39.92
3535,40,40.13
3536,40,40.29
3537,40,40.39
3538,40,40.46
3539,40,40.49
3540,40,40.54
3541,40,40.57
3542,40,40.63
3543,40,40.69
3544,40,40.78
3545,40,40.88
3546,40,41
3547,40,41.15
3548,40,41.29
3549,40,41.42
3550,40,41.49
3551,40,41.57
3552,40,41.72
3553,40,41.75
3554,40,41.67
3555,40,41.67
3556,40,41.48
3557,40,41.14
3558,40,40.71
3559,40,40.19
3560,40,39.59
3561,40,39
3562,40,38.54
3563,40,38.22
3564,40,38.06
3565,45,38.02
3566,45,38.12
3567,45,38.62
3568,45,39.47
3569,45,40.34
3570,45,41.25
3571,45,42.34
3572,45,43.53
3573,45,44.79
3574,45,45.99
3575,45,47.04
3576,45,47.96
3577,45,48.82
3578,45,49.53
3579,45,49.99
3580,45,50.2
3581,45,50.21
3582,45,50.07
3583,45,49.86
3584,45,49.57
3585,45,49.19
3586,45,48.78
3587,45,48.33
3588,45,47.81
3589,45,47.2
3590,45,46.54
3591,45,45.81
3592,45,44.97
3593,45,44.05
3594,45,43.13
3595,45,42.33
3596,45,41.68
3597,45,41.14
3598,45,40.76
3599,45,40.81
3600,45,41.39
3601,45,42.3
3602,45,43.23
3603,45,44.24
3604,45,45.54
3605,45,46.69
3606,45,47.62
3607,45,48.38
3608,45,48.81
3609,45,48.94
3610,45,48.81
3611,45,48.51
3612,45,48.1
3613,45,47.6
3614,45,47.07
3615,45,46.51
3616,45,45.93
3617,45,45.33
3618,45,44.72
3619,45,44.19
3620,45,43.85
3621,45,43.57
3622,45,43.33
3623,45,43.19
3624,45,43.12
3625,45,43.09
3626,45,43.13
3627,45,43.26
3628,45,43.3
3629,45,43.28
3630,45,43.21
3631,45,43.11
3632,45,43.03
3633,45,42.99
3634,45,42.98
3635,45,43.03
3636,45,43.12
3637,45,43.25
3638,45,43.42
3639,45,43.63
3640,45,43.84
3641,45,44.07
3642,45,44.3
3643,45,44.5
3644,45,44.7
3645,45,44.85
3646,45,44.98
3647,45,45.09
3648,45,45.17
3649,45,45.26
3650,45,45.36
3651,45,45.44
3652,45,45.57
3653,45,45.7
3654,45,45.86
3655,45,46.05
3656,45,46.24
3657,45,46.44
3658,45,46.63
3659,45,46.58
3660,45,46.18
3661,45,45.61
3662,45,44.98
3663,45,44.4
3664,45,43.98
3665,40,43.68
3666,40,43.47
3667,40,43.21
3668,40,42.86
3669,40,42.41
3670,40,41.87
3671,40,41.27
3672,40,40.6
3673,40,39.86
3674,40,39.12
3675,40,38.43
3676,40,37.82
3677,40,37.33
3678,40,36.96
3679,40,36.69
3680,40,36.58
3681,40,36.85
3682,40,37.46
3683,40,37.96
3684,40,38.27
3685,40,38.53
3686,40,38.76
3687,40,38.99
3688,40,39.24
3689,40,39.46
3690,40,39.71
3691,40,40.01
3692,40,40.31
3693,40,40.58
3694,40,40.84
3695,40,41.11
3696,40,41.4
3697,40,41.69
3698,40,41.95
3699,40,42.13
3700,40,42.26
3701,40,42.3
3702,40,42.19
3703,40,41.96
3704,40,41.61
3705,40,41.16
3706,40,40.62
3707,40,40
3708,40,39.35
3709,40,38.76
3710,40,38.27
3711,40,37.88
3712,40,37.58
3713,40,37.36
3714,40,37.19
3715,40,37.08
3716,40,37.04
3717,40,37.01
3718,40,37.25
3719,40,37.62
3720,40,37.9
3721,40,38.09
3722,40,38.13
3723,40,38.18
3724,40,38.16
3725,40,38.11
3726,40,38.1
3727,40,38.07
3728,40,38.05
3729,40,38.05
3730,40,38.03
3731,40,38.02
3732,40,38.03
3733,40,38.05
3734,40,38.08
3735,40,38.15
3736,40,38.23
3737,40,38.35
3738,40,38.49
3739,40,38.66
3740,40,38.88
3741,40,39.14
3742,40,39.44
3743,40,39.83
3744,40,40.28
3745,40,40.75
3746,40,41.26
3747,40,41.79
3748,40,42.26
3749,40,42.62
3750,40,42.67
3751,40,42.61
3752,40,42.45
3753,40,42.15
3754,40,41.73
3755,40,41.23
3756,40,40.84
3757,40,40.53
3758,40,40.24
3759,40,40.09
3760,40,40.08
3761,40,40.07
3762,40,40.01
3763,40,39.93
3764,40,39.86
3765,40,39.8
3766,40,39.75
3767,40,39.71
3768,40,39.7
3769,40,39.72
3770,40,39.75
3771,40,39.78
3772,40,39.85
3773,40,39.94
3774,40,40.07
3775,40,40.23
3776,40,40.42
3777,40,40.64
3778,40,40.87
3779,40,41.12
3780,40,41.39
3781,40,41.67
3782,40,41.97
3783,40,42.3
3784,40,42.64
3785,40,42.92
3786,40,43.16
3787,40,43.37
3788,40,43.51
3789,40,43.6
3790,40,43.67
3791,40,43.72
3792,40,43.8
3793,40,43.89
3794,40,43.97
3795,40,44.06
3796,40,44.16
3797,40,44.3
3798,40,44.51
3799,40,44.69
3800,40,44.88
3801,40,45.1
3802,40,45.22
3803,40,45.16
3804,40,45.02
3805,40,44.83
3806,40,44.62
3807,40,44.38
3808,40,44.15
3809,40,43.93
3810,40,43.75
3811,40,43.58
3812,40,43.43
3813,40,43.29
3814,40,43.13
3815,40,42.97
3816,45,42.78
3817,45,42.55
3818,45,42.29
3819,45,42
3820,45,41.7
3821,45,41.34
3822,45,40.91
3823,45,40.49
3824,45,40.16
3825,45,39.92
3826,45,39.73
3827,45,39.61
3828,45,39.6
3829,45,39.63
3830,45,39.72
3831,45,39.85
3832,45,40
3833,45,40.12
3834,45,40.19
3835,45,40.25
3836,45,40.33
3837,45,40.44
3838,45,40.57
3839,45,40.72
3840,45,40.87
3841,45,40.96
3842,45,40.96
3843,45,40.92
3844,45,40.86
3845,45,40.73
3846,45,40.57
3847,45,40.38
3848,45,40.2
3849,45,40.04
3850,45,39.87
3851,45,39.75
3852,45,39.64
3853,45,39.53
3854,45,39.4
3855,45,39.24
3856,45,39.04
3857,45,38.78
3858,45,38.78
3859,45,38.45
3860,45,38.07
3861,45,37.65
3862,45,37.2
3863,45,36.78
3864,45,36.38
3865,45,36.03
3866,45,35.69
3867,45,35.37
3868,45,35.04
3869,45,34.7
3870,45,34.33
3871,45,33.92
3872,45,33.47
3873,45,33
3874,45,32.56
3875,45,32.11
3876,45,31.71
3877,45,31.36
3878,45,31.05
3879,45,30.78
3880,45,30.5
3881,45,30.23
3882,45,29.91
3883,45,29.55
3884,45,29.15
3885,45,28.68
3886,45,28.19
3887,45,27.64
3888,45,27.11
3889,45,26.6
3890,45,26.14
3891,45,25.71
3892,45,25.29
3893,45,24.93
3894,45,24.59
3895,45,24.33
3896,45,24.11
3897,45,23.96
3898,45,23.87
3899,45,23.85
3900,45,23.9
3901,45,24.01
3902,45,24.21
3903,45,24.47
3904,45,24.76
3905,45,25.03
3906,45,25.27
3907,45,25.42
3908,45,25.47
3909,45,25.43
3910,45,25.27
3911,45,25.03
3912,45,24.74
3913,45,24.43
3914,45,24.11
3915,45,23.84
3916,45,23.61
3917,40,23.42
3918,40,23.3
3919,40,23.23
3920,40,23.22
3921,40,23.27
3922,40,23.37
3923,40,23.48
3924,40,23.62
3925,40,23.78
3926,40,23.96
3927,40,24.15
3928,40,24.36
3929,40,24.52
3930,40,24.66
3931,40,24.76
3932,40,24.81
3933,40,24.81
3934,40,24.76
3935,40,24.69
3936,40,24.6
3937,40,24.51
3938,40,24.45
3939,40,24.44
3940,40,24.47
3941,40,24.56
3942,40,24.7
3943,40,24.87
3944,40,25.05
3945,40,25.23
3946,40,25.38
3947,40,25.5
3948,40,25.58
3949,40,25.61
3950,40,25.62
3951,40,25.6
3952,40,25.54
3953,40,25.5
3954,40,25.46
3955,40,25.42
3956,40,25.38
3957,40,25.33
3958,40,25.27
3959,40,25.23
3960,40,25.19
3961,40,25.15
3962,40,25.13
3963,40,25.14
3964,40,25.18
3965,40,25.26
