time,Theta_set,Theta_input
1667,40,37.89
1668,40,37.48
1669,40,37.17
1670,40,36.98
1671,40,36.92
1672,40,36.99
1673,40,37.16
1674,40,37.41
1675,40,37.69
1676,40,37.99
1677,40,38.32
1678,40,38.71
1679,40,39.14
1680,40,39.6
1681,40,40.09
1682,40,40.62
1683,40,41.17
1684,40,41.72
1685,40,42.21
1686,40,42.62
1687,40,42.95
1688,40,43.2
1689,40,43.34
1690,40,43.39
1691,40,43.33
1692,40,43.17
1693,40,42.91
1694,40,42.58
1695,40,42.18
1696,40,41.74
1697,40,41.27
1698,40,40.75
1699,40,40.2
1700,40,39.59
1701,40,38.92
1702,40,38.18
1703,40,37.43
1704,40,36.73
1705,40,36.16
1706,40,35.72
1707,40,35.39
1708,40,35.22
1709,40,35.42
1710,40,36.09
1711,40,36.98
1712,40,37.77
1713,40,38.42
1714,40,39.02
1715,40,39.61
1716,40,40.17
1717,40,40.78
1718,40,41.47
1719,40,42.16
1720,40,42.75
1721,40,43.25
1722,40,43.71
1723,40,44.12
1724,40,44.46
1725,40,44.7
1726,40,44.83
1727,40,44.81
1728,40,44.69
1729,40,44.47
1730,40,44.16
1731,40,43.76
1732,40,43.32
1733,40,42.81
1734,40,42.28
1735,40,41.73
1736,40,41.15
1737,40,40.55
1738,40,39.89
1739,40,39.17
1740,40,38.4
1741,40,37.61
1742,40,36.82
1743,40,36.14
1744,40,35.57
1745,40,35.15
1746,40,34.87
1747,40,34.79
1748,40,35
1749,40,35.51
1750,40,36.15
1751,40,36.96
1752,40,37.92
1753,40,38.86
1754,40,39.72
1755,40,40.53
1756,40,41.33
1757,40,42.08
1758,40,42.77
1759,40,43.39
1760,40,43.98
1761,40,44.56
1762,40,45.1
1763,40,45.6
1764,40,46.04
1765,40,46.4
1766,40,46.66
1767,40,46.83
1768,40,46.86
1769,40,46.81
1770,40,46.65
1771,40,46.41
1772,40,46.13
1773,40,45.79
1774,40,45.39
1775,40,45.01
1776,40,44.65
1777,40,44.29
1778,40,43.93
1779,40,43.58
1780,40,43.2
1781,40,42.82
1782,40,42.44
1783,40,42.04
1784,40,41.62
1785,40,41.18
1786,40,40.78
1787,40,40.32
1788,40,39.84
1789,40,39.34
1790,40,38.8
1791,40,38.22
1792,40,37.65
1793,40,37.14
1794,40,36.74
1795,40,36.44
1796,40,36.25
1797,40,36.17
1798,40,36.15
1799,40,36.24
1800,40,36.41
1801,40,36.6
1802,40,36.87
1803,40,37.26
1804,45,37.64
1805,45,38.03
1806,45,38.56
1807,45,39.36
1808,45,40.44
1809,45,41.69
1810,45,43.08
1811,45,44.62
1812,45,46.11
1813,45,47.53
1814,45,48.91
1815,45,50.11
1816,45,51.12
1817,45,51.99
1818,45,52.8
1819,45,53.6
1820,45,54.36
1821,45,55.08
1822,45,55.74
1823,45,56.29
1824,45,56.73
1825,45,57.08
1826,45,57.34
1827,45,57.49
1828,45,57.58
1829,45,57.6
1830,45,57.55
1831,45,57.43
1832,45,57.22
1833,45,56.96
1834,45,56.63
1835,45,56.25
1836,45,55.8
1837,45,55.32
1838,45,54.78
1839,45,54.22
1840,45,53.64
1841,45,53.03
1842,45,52.43
1843,45,51.87
1844,45,51.36
1845,45,50.88
1846,45,50.4
1847,45,49.97
1848,45,49.53
1849,45,49.06
1850,45,48.51
1851,45,47.88
1852,45,47.24
1853,45,46.63
1854,45,46.04
1855,45,45.49
1856,45,44.97
1857,45,44.49
1858,45,44.03
1859,45,43.48
1860,45,42.95
1861,45,42.56
1862,45,42.26
1863,45,41.99
1864,45,41.81
1865,45,41.7
1866,45,41.68
1867,45,41.75
1868,45,41.91
1869,45,42.14
1870,45,42.43
1871,45,42.76
1872,45,43.23
1873,45,43.79
1874,45,44.38
1875,45,44.94
1876,45,45.53
1877,45,46.13
1878,45,46.71
1879,45,47.2
1880,45,47.65
1881,45,48.04
1882,45,48.34
1883,45,48.57
1884,45,48.75
1885,45,48.84
1886,45,48.84
1887,45,48.75
1888,45,48.58
1889,45,48.32
1890,45,47.98
1891,45,47.59
1892,45,47.14
1893,45,46.67
1894,45,46.16
1895,45,45.63
1896,45,45.06
1897,45,44.42
1898,45,43.66
1899,45,42.83
1900,45,41.98
1901,45,41.24
1902,45,40.66
1903,45,40.26
1904,40,39.98
1905,40,39.89
1906,40,39.86
1907,40,39.64
1908,40,39.19
1909,40,38.69
1910,40,38.24
1911,40,37.91
1912,40,37.75
1913,40,37.72
1914,40,37.81
1915,40,38
1916,40,38.21
1917,40,38.46
1918,40,38.73
1919,40,39.03
1920,40,39.44
1921,40,39.85
1922,40,40.23
1923,40,40.64
1924,40,41.02
1925,40,41.33
1926,40,41.59
1927,40,41.76
1928,40,41.76
1929,40,41.61
1930,40,41.35
1931,40,41.02
1932,40,40.58
1933,40,40.1
1934,40,39.57
1935,40,39.16
1936,40,38.91
1937,40,38.78
1938,40,38.75
1939,40,38.8
1940,40,38.92
1941,40,39.12
1942,40,39.37
1943,40,39.69
1944,40,40.05
1945,40,40.41
1946,40,40.83
1947,40,41.25
1948,40,41.6
1949,40,41.8
1950,40,41.87
1951,40,41.85
1952,40,41.77
1953,40,41.61
1954,40,41.4
1955,40,41.14
1956,40,40.81
1957,40,40.39
1958,40,39.91
1959,40,39.39
1960,40,38.89
1961,40,38.5
1962,40,38.19
1963,40,37.9
1964,40,37.67
1965,40,37.6
1966,40,37.59
1967,40,37.65
1968,40,37.84
1969,40,38.07
1970,40,38.39
1971,40,38.8
1972,40,39.1
1973,40,39.22
1974,40,39.28
1975,40,39.37
1976,40,39.41
1977,40,39.47
1978,40,39.57
1979,40,39.65
1980,40,39.72
1981,40,39.79
1982,40,39.91
1983,40,39.98
1984,40,40.08
1985,40,40.16
1986,40,40.22
1987,40,40.3
1988,40,40.4
1989,40,40.5
1990,40,40.6
1991,40,40.66
1992,40,40.68
1993,40,40.38
1994,40,39.77
1995,40,39.24
1996,40,38.86
1997,40,38.52
1998,40,38.26
1999,40,38.07
2000,40,37.95
2001,40,37.91
2002,40,37.9
2003,40,37.96
2004,40,38.1
2005,40,38.18
2006,40,38.18
2007,40,38.2
2008,40,38.21
2009,40,38.24
2010,40,38.35
2011,40,38.48
2012,40,38.64
2013,40,38.78
2014,40,38.91
2015,40,39.05
2016,40,39.21
2017,40,39.38
2018,40,39.55
2019,40,39.67
2020,40,39.77
2021,40,39.87
2022,40,39.96
2023,40,40.04
2024,40,40.09
2025,40,40.14
2026,40,40.22
2027,40,40.31
2028,40,40.41
2029,40,40.53
2030,40,40.66
2031,40,40.81
2032,40,40.96
2033,40,41.12
2034,40,41.26
2035,40,41.35
2036,40,41.39
2037,40,41.5
2038,40,41.58
2039,40,41.56
2040,40,41.48
2041,40,41.25
2042,40,40.98
2043,40,40.66
2044,40,40.31
2045,40,40.03
2046,40,39.78
2047,40,39.62
2048,40,39.57
2049,40,39.57
2050,40,39.65
2051,40,39.78
2052,40,39.86
2053,40,40.02
2054,40,40.29
2055,45,40.54
2056,45,40.76
2057,45,41.15
2058,45,41.85
2059,45,42.76
2060,45,43.8
2061,45,44.81
2062,45,45.68
2063,45,46.5
2064,45,47.28
2065,45,47.84
2066,3,
2067,45,48.11
2068,37,
2069,45,48.18
2070,.Z,
2071,45,48.18
2072,45,48.17
2073,45,48.1
2074,45,47.93
2075,45,47.68
2076,45,47.31
2077,45,46.86
2078,45,46.28
2079,45,45.59
2080,45,44.87
2081,45,44.04
2082,45,43.19
2083,45,42.43
2084,45,41.82
2085,45,41.37
2086,45,41.07
2087,45,41.32
2088,45,42.06
2089,45,43.11
2090,45,44.22
2091,45,45.3
2092,45,46.42
2093,45,47.52
2094,45,48.21
2095,45,48.56
2096,45,48.74
2097,45,48.73
2098,45,48.59
2099,45,48.42
2100,45,48.24
2101,45,48
2102,45,47.68
2103,45,47.29
2104,45,46.77
2105,45,46.14
2106,45,45.43
2107,45,44.66
2108,45,43.96
2109,45,43.42
2110,45,43
2111,45,42.68
2112,45,42.53
2113,45,42.49
2114,45,42.56
2115,45,42.72
2116,45,43
2117,45,43.27
2118,45,43.48
2119,45,43.62
2120,45,43.74
2121,45,43.86
2122,45,43.99
2123,45,44.13
2124,45,44.29
2125,45,44.44
2126,45,44.58
2127,45,44.68
2128,45,44.77
2129,45,44.86
2130,45,44.96
2131,45,45.06
2132,45,45.17
2133,45,45.28
2134,45,45.39
2135,45,45.51
2136,45,45.63
2137,45,45.76
2138,45,45.88
2139,45,45.99
2140,45,45.9
2141,45,45.75
2142,45,45.64
2143,45,45.54
2144,45,45.49
2145,45,45.55
2146,45,45.63
2147,45,45.79
2148,45,46.01
2149,45,46.24
2150,45,46.35
2151,45,46.39
2152,45,46.37
2153,45,46.27
2154,45,46.08
2155,45,45.83
2156,45,45.5
2157,45,45.13
2158,40,44.61
2159,40,44.03
2160,40,43.46
2161,40,42.84
2162,40,42.19
2163,40,41.56
2164,g,
2165,40,40.89
2166,40,40.22
2167,40,39.54
2168,y,
2169,40,38.83
2170,K,
2171,40,38.14
2172,',
2173,40,37.59
2174,40,37.14
2175,40,36.77
2176,40,36.51
2177,40,36.36
2178,40,36.25
2179,40,36.25
2180,40,36.76
2181,40,37.71
2182,40,38.69
2183,40,39.71
2184,40,40.37
2185,40,40.89
2186,40,41.44
2187,40,41.85
2188,{,
2189,40,42.07
2190,+|,
2191,40,42.12
2192,I},
2193,40,42.09
2194,40,41.95
2195,40,41.7
2196,40,41.37
2197,40,40.96
2198,40,40.4
2199,40,39.76
2200,40,39.16
2201,40,38.71
2202,40,38.43
2203,40,38.21
2204,40,38.02
2205,40,37.96
2206,40,38.1
2207,40,38.24
2208,40,38.35
2209,40,38.52
2210,40,38.65
2211,40,38.74
2212,40,38.82
2213,40,38.84
2214,40,38.82
2215,40,38.77
2216,40,38.7
2217,40,38.6
2218,40,38.47
2219,40,38.38
2220,40,38.3
2221,40,38.24
2222,40,38.2
2223,40,38.14
2224,40,38.12
2225,40,38.08
2226,40,38.05
2227,40,37.98
2228,40,37.89
2229,40,37.77
2230,40,37.64
2231,40,37.51
2232,40,37.39
2233,40,37.28
2234,40,37.2
2235,40,37.16
2236,40,37.18
2237,40,37.7
2238,40,38.79
2239,40,40.03
2240,40,40.99
2241,40,41.79
2242,40,42.58
2243,40,43.27
2244,40,43.62
2245,40,43.68
2246,40,43.55
2247,40,43.27
2248,40,42.98
2249,40,42.62
2250,40,42.18
2251,40,41.72
2252,40,41.22
2253,40,40.7
2254,40,40.13
2255,40,39.74
2256,40,39.61
2257,40,39.53
2258,40,39.49
2259,40,39.59
2260,40,39.72
2261,40,39.93
2262,40,40.33
2263,40,40.8
2264,40,41.17
2265,40,41.46
2266,40,41.6
2267,40,41.44
2268,40,41.16
2269,40,40.9
2270,40,40.62
2271,40,40.19
2272,40,39.67
2273,40,39.24
2274,40,38.91
2275,40,38.69
2276,40,38.49
2277,40,38.38
2278,40,38.41
2279,40,38.48
2280,40,38.65
2281,40,38.94
2282,40,39.18
2283,40,39.35
2284,40,39.45
2285,40,39.38
2286,40,39.21
2287,40,39
2288,40,38.77
2289,40,38.51
2290,40,38.21
2291,40,37.88
2292,40,37.49
2293,40,37.07
2294,40,36.59
2295,40,36.15
2296,40,35.91
2297,40,35.93
2298,40,36.16
2299,40,36.51
2300,40,36.94
2301,40,37.55
2302,40,38.36
2303,40,39.36
2304,40,40.59
2305,40,41.97
2306,40,43.27
2307,40,44.41
2308,40,45.29
2309,40,46
2310,40,46.52
2311,40,46.92
2312,40,47.25
2313,40,47.57
2314,40,47.84
2315,45,48.07
2316,45,48.26
2317,45,48.4
2318,45,48.48
2319,45,48.52
2320,45,48.42
2321,45,48.2
2322,45,47.94
2323,45,47.6
2324,45,47.23
2325,45,46.78
2326,45,46.29
2327,45,45.74
2328,45,45.11
2329,45,44.46
2330,45,43.8
2331,45,43.25
2332,45,42.84
2333,45,42.46
2334,45,42.22
2335,45,42.14
2336,45,42.18
2337,45,42.3
2338,45,42.56
2339,45,42.99
2340,45,43.5
2341,45,44.01
2342,45,44.5
2343,45,44.92
2344,45,45.31
2345,45,45.73
2346,45,46.19
2347,45,46.68
2348,45,47.19
2349,45,47.61
2350,45,47.92
2351,45,48.19
2352,45,48.38
2353,45,48.48
2354,45,48.52
2355,45,48.51
2356,45,48.44
2357,45,48.3
2358,45,48.13
2359,45,47.9
2360,45,47.63
2361,45,47.3
2362,45,46.9
2363,45,46.41
2364,45,45.89
2365,45,45.29
2366,45,44.65
2367,45,44
2368,45,43.32
2369,45,42.71
2370,45,42.19
2371,45,41.74
2372,45,41.36
2373,45,41.14
2374,45,41.03
2375,45,40.97
2376,45,40.94
2377,45,41.14
2378,45,41.76
2379,45,42.57
2380,45,43.44
2381,45,44.34
2382,:,
2383,45,45.17
2384,45,45.9
2385,45,46.59
2386,45,47.08
2387,45,47.43
2388,45,47.71
2389,45,47.97
2390,45,48.15
2391,45,48.22
2392,45,48.21
2393,45,48.08
2394,45,47.87
2395,F,
2396,45,47.56
2397,45,47.17
2398,45,46.71
2399,45,46.14
2400,45,45.56
2401,45,44.9
2402,45,44.18
2403,45,43.46
2404,45,42.82
2405,45,42.29
2406,45,41.88
2407,45,41.59
2408,45,41.47
2409,45,41.49
2410,45,41.51
2411,45,41.55
2412,45,41.65
2413,45,41.79
2414,45,41.96
2415,45,42.15
2416,45,42.36
2417,45,42.53
2418,40,42.66
2419,40,42.74
2420,40,42.7
2421,40,42.56
2422,40,42.35
2423,40,42.02
2424,40,41.62
2425,40,41.12
2426,40,40.57
2427,40,39.99
2428,40,39.36
2429,40,38.72
2430,40,38.16
2431,40,37.69
2432,40,37.37
2433,40,37.22
2434,40,37.28
2435,40,37.44
2436,40,37.64
2437,40,37.99
2438,40,38.46
2439,40,38.89
2440,40,39.28
2441,40,39.72
2442,40,40.22
2443,40,40.64
2444,40,40.93
2445,40,41.19
2446,40,41.33
2447,40,41.39
2448,40,41.39
2449,40,41.33
2450,40,41.17
2451,40,40.92
2452,40,40.58
2453,40,40.14
2454,40,39.7
2455,40,39.29
2456,40,38.95
2457,40,38.71
2458,40,38.57
2459,40,38.56
2460,40,38.72
2461,40,39.03
2462,40,39.34
2463,40,39.59
2464,40,39.8
2465,40,40
2466,40,40.21
2467,40,40.41
2468,40,40.6
2469,40,40.76
2470,40,40.89
2471,40,41
2472,40,41.08
2473,40,41.09
2474,40,41.08
2475,40,40.86
2476,40,40.43
2477,40,39.91
2478,40,39.32
2479,40,38.73
2480,40,38.15
2481,40,37.61
2482,40,37.19
2483,40,36.87
2484,40,36.66
2485,40,36.59
2486,40,36.7
2487,40,37.08
2488,40,37.71
2489,40,38.59
2490,40,39.66
2491,40,40.61
2492,40,41.5
2493,40,42.38
2494,40,43.21
2495,40,43.86
2496,40,44.34
2497,40,44.77
2498,40,45.14
2499,40,45.4
2500,40,45.6
2501,40,45.71
2502,40,45.79
2503,40,45.8
2504,40,45.78
2505,40,45.71
2506,40,45.59
2507,40,45.44
2508,40,45.23
2509,40,44.95
2510,40,44.61
2511,40,44.25
2512,40,43.85
2513,40,43.45
2514,40,43.05
2515,40,42.63
2516,40,42.23
2517,40,41.83
2518,40,41.44
2519,40,41.02
2520,40,40.57
2521,40,40.09
2522,40,39.56
2523,40,38.99
2524,40,38.43
2525,40,37.93
2526,40,37.48
2527,40,37.05
2528,40,36.68
2529,40,36.4
2530,40,36.21
2531,40,36.15
2532,40,36.25
2533,40,36.41
2534,40,36.56
2535,40,36.74
2536,40,36.97
2537,40,37.26
2538,40,37.57
2539,40,37.93
2540,40,38.31
2541,40,38.7
2542,40,39.07
2543,40,39.41
2544,40,39.75
2545,40,40.07
2546,40,40.35
2547,40,40.62
2548,40,40.87
2549,40,41.07
2550,40,41.16
2551,40,41.21
2552,40,41.21
2553,40,41.17
2554,40,41.05
2555,40,40.86
2556,40,40.64
2557,40,40.35
2558,40,40.01
2559,40,39.61
2560,40,39.21
2561,40,38.85
2562,40,38.55
2563,40,38.35
2564,40,38.24
2565,40,38.31
2566,40,38.48
2567,40,38.62
2568,40,38.81
2569,45,39.03
2570,45,39.18
2571,45,39.5
2572,45,40.18
2573,45,41.11
2574,45,42.13
2575,45,43.33
2576,45,44.68
2577,45,46.15
2578,45,47.59
2579,45,48.94
2580,45,50.16
2581,45,51.2
2582,45,52.14
2583,45,53.02
2584,45,53.84
2585,45,54.67
2586,45,55.46
2587,45,56.21
2588,45,56.92
2589,45,57.61
2590,45,58.28
2591,45,58.9
2592,45,59.47
2593,45,59.98
2594,45,60.45
2595,45,60.87
2596,45,61.26
2597,45,61.58
2598,45,61.86
2599,45,62.04
2600,45,62.11
2601,45,62.06
2602,45,61.87
2603,45,61.58
2604,45,61.2
2605,-,
2606,45,60.73
2607,-,
2608,45,60.21
2609,45,59.62
2610,45,59.05
2611,45,58.49
2612,45,57.96
2613,45,57.43
2614,45,56.92
2615,45,56.45
2616,45,56.03
2617,45,55.64
2618,45,55.23
2619,45,54.8
2620,45,54.41
2621,45,54.12
2622,45,53.9
2623,45,53.73
2624,45,53.62
2625,45,53.56
2626,45,53.56
2627,45,53.59
2628,45,53.65
2629,45,53.75
2630,45,53.84
2631,45,53.92
2632,45,53.99
2633,45,54.08
2634,45,54.17
2635,45,54.27
2636,45,54.37
2637,45,54.5
2638,45,54.61
2639,45,54.73
2640,45,54.82
2641,45,54.87
2642,45,54.94
2643,45,54.97
2644,45,54.98
2645,45,54.99
2646,45,55.01
2647,45,55.01
2648,45,55.06
2649,45,55.13
2650,45,55.25
2651,45,55.4
2652,45,55.53
2653,45,55.67
2654,45,55.8
2655,45,55.96
2656,45,56.15
2657,45,56.35
2658,45,56.6
2659,45,56.91
2660,45,57.25
2661,45,57.62
2662,45,58.02
2663,45,58.48
2664,45,58.95
2665,45,59.5
2666,S-uQ,
2667,45,60.07
2668,l-xR,
2669,45,60.71
2670,45,61.41
2671,45,62.13
2672,45,62.91
2673,45,63.77
2674,40,64.66
2675,40,65.61
2676,40,66.61
2677,40,67.64
2678,40,68.7
2679,40,69.8
2680,40,70.97
2681,40,72.2
2682,40,73.5
2683,40,74.81
2684,40,76.14
2685,40,77.47
2686,40,78.82
2687,40,80.18
2688,40,81.49
2689,40,82.83
2690,40,84.17
2691,40,85.49
2692,40,86.82
2693,40,88.15
2694,40,89.46
2695,40,90.75
2696,40,92.03
2697,40,93.32
2698,40,94.61
2699,40,95.88
2700,40,97.06
2701,40,98.3
2702,40,99.57
2703,40,100.85
2704,40,102.08
2705,40,103.25
2706,40,104.42
2707,40,105.54
2708,40,106.58
2709,40,107.57
2710,40,108.54
2711,40,109.47
2712,40,110.33
2713,40,111.11
2714,40,111.81
2715,40,112.52
2716,40,113.09
2717,40,113.39
2718,40,113.34
2719,40,113.06
2720,40,112.61
2721,40,112.12
2722,40,111.6
2723,40,111.12
2724,40,110.7
2725,40,110.34
2726,40,110
2727,40,109.68
2728,40,109.35
2729,40,109.02
2730,40,108.71
2731,40,108.38
2732,40,108.07
2733,40,107.76
2734,40,107.44
2735,40,107.11
2736,40,106.78
2737,40,106.47
2738,40,106.15
2739,40,105.81
2740,40,105.5
2741,40,105.17
2742,40,104.85
2743,40,104.55
2744,40,104.26
2745,40,103.97
2746,40,103.67
2747,40,103.37
2748,40,103.07
2749,40,102.76
2750,40,102.45
2751,40,102.12
2752,40,101.8
2753,40,101.46
2754,40,101.09
2755,40,100.69
2756,40,100.26
2757,40,99.87
2758,40,99.5
2759,40,99.14
2760,40,98.76
2761,40,98.38
2762,40,98
2763,40,97.57
2764,40,97.13
2765,40,96.7
2766,40,96.26
2767,40,95.81
2768,40,95.34
2769,40,94.83
2770,40,94.29
2771,40,93.71
2772,40,93.11
2773,40,92.47
2774,40,91.77
2775,40,91.05
2776,40,90.28
2777,40,89.43
2778,40,88.51
2779,40,87.53
2780,40,86.48
2781,40,85.34
2782,40,84.11
2783,40,82.82
2784,40,81.48
2785,40,80.1
2786,40,78.72
2787,40,77.33
2788,40,75.99
2789,40,74.68
2790,40,73.4
2791,40,72.18
2792,40,71.03
2793,40,69.94
2794,40,68.96
2795,40,68.02
2796,40,67.19
2797,40,66.42
2798,40,65.74
2799,40,65.11
2800,40,64.58
2801,40,64.1
2802,40,63.7
2803,40,63.37
2804,40,63.12
2805,40,62.97
2806,40,62.86
2807,40,62.82
2808,40,62.82
2809,40,62.83
2810,40,62.85
2811,40,62.86
2812,40,62.88
2813,40,62.91
2814,40,62.91
2815,40,62.9
2816,40,62.89
2817,40,62.85
2818,40,62.8
2819,40,62.74
2820,40,62.68
2821,40,62.69
2822,40,62.7
2823,40,62.75
2824,40,62.84
2825,45,62.98
2826,45,63.17
2827,45,63.37
2828,45,63.6
2829,45,63.84
2830,45,64.11
2831,45,64.39
2832,45,64.71
2833,45,65.03
2834,45,65.35
2835,45,65.67
2836,45,65.99
2837,45,66.34
2838,45,66.68
2839,45,67.06
2840,45,67.42
2841,45,67.78
2842,45,68.14
2843,45,68.48
2844,45,68.79
2845,45,69.1
2846,45,69.38
2847,45,69.62
2848,45,69.86
2849,45,70.1
2850,45,70.32
2851,45,70.53
2852,45,70.69
2853,45,70.84
2854,45,70.95
2855,45,71.08
2856,45,71.19
2857,45,71.27
2858,45,71.35
2859,45,71.41
2860,45,71.42
2861,45,71.36
2862,45,71.28
2863,45,71.22
2864,45,71.19
2865,45,71.17
2866,45,71.12
2867,45,71
2868,45,70.81
2869,45,70.58
2870,45,70.31
2871,45,70
2872,45,69.66
2873,45,69.32
2874,45,68.98
2875,45,68.59
2876,45,68.12
2877,45,67.56
2878,45,66.99
2879,45,66.46
2880,45,65.96
2881,45,65.48
2882,45,65.06
2883,45,64.66
2884,45,64.3
2885,45,63.96
2886,45,63.66
2887,45,63.37
2888,45,63.1
2889,45,62.86
2890,45,62.61
2891,45,62.36
2892,45,62.11
2893,45,61.88
2894,45,61.67
2895,45,61.46
2896,45,61.23
2897,45,61.01
2898,45,60.77
2899,45,60.55
2900,45,60.3
2901,45,60.04
2902,45,59.8
2903,45,59.57
2904,45,59.32
2905,45,59.01
2906,45,58.68
2907,45,58.36
2908,45,58.06
2909,45,57.82
2910,45,57.62
2911,45,57.43
2912,45,57.25
2913,45,57.06
2914,45,56.86
2915,45,56.68
2916,45,56.48
2917,45,56.31
2918,45,56.19
2919,45,56.07
2920,45,55.96
2921,45,55.86
2922,45,55.78
2923,45,55.7
2924,45,55.62
2925,40,55.54
2926,40,55.48
2927,40,55.42
2928,40,55.36
2929,40,55.28
2930,40,55.21
2931,40,55.12
2932,40,55.02
2933,40,54.94
2934,40,54.84
2935,40,54.72
2936,40,54.59
2937,40,54.43
2938,40,54.28
2939,40,54.15
2940,40,54.02
2941,40,53.86
2942,40,53.7
2943,40,53.56
2944,40,53.45
2945,40,53.29
2946,40,53.13
2947,40,53
2948,40,52.87
2949,40,52.74
2950,40,52.6
2951,40,52.48
2952,40,52.41
2953,40,52.33
2954,40,52.26
2955,40,52.19
2956,40,52.13
2957,40,52.08
2958,40,52.03
2959,40,51.97
2960,40,51.91
2961,40,51.83
2962,40,51.72
2963,40,51.6
2964,40,51.44
2965,40,51.29
2966,40,51.14
2967,40,50.95
2968,40,50.78
2969,40,50.61
2970,40,50.45
2971,40,50.29
2972,40,50.16
2973,40,50.05
2974,40,49.92
2975,40,49.79
2976,40,49.64
2977,40,49.48
2978,40,49.32
2979,40,49.12
2980,40,48.9
2981,40,48.69
2982,40,48.49
2983,40,48.28
2984,40,48.1
2985,40,47.93
2986,40,47.77
2987,40,47.6
2988,40,47.42
2989,40,47.26
2990,40,47.1
2991,40,46.92
2992,40,46.74
2993,40,46.53
2994,40,46.26
2995,40,45.97
2996,40,45.62
2997,40,45.25
2998,40,44.84
2999,40,44.42
3000,40,44.02
3001,40,43.59
3002,40,43.16
3003,40,42.75
3004,40,42.32
3005,40,41.91
3006,40,41.46
3007,40,41.02
3008,40,40.58
3009,40,40.14
3010,40,39.7
3011,40,39.23
3012,40,38.74
3013,40,38.31
3014,40,37.96
3015,40,37.63
3016,40,37.33
3017,40,37.06
3018,40,36.84
3019,40,36.71
3020,40,36.69
3021,40,36.79
3022,40,36.92
3023,40,37.14
3024,40,37.43
3025,40,37.69
3026,40,37.93
3027,40,38.14
3028,40,38.39
3029,40,38.67
3030,40,38.95
3031,40,39.25
3032,40,39.56
3033,40,39.86
3034,40,40.18
3035,40,40.49
3036,40,40.8
3037,40,41.1
3038,40,41.39
3039,40,41.59
3040,40,41.75
3041,40,41.84
3042,40,41.82
3043,40,41.74
3044,40,41.59
3045,40,41.4
3046,40,41.2
3047,40,40.99
3048,40,40.78
3049,40,40.55
3050,40,40.27
3051,40,40.01
3052,40,39.76
3053,40,39.56
3054,40,39.44
3055,40,39.38
3056,40,39.36
3057,40,39.43
3058,40,39.52
3059,40,39.62
3060,40,39.77
3061,40,39.94
3062,40,40.1
3063,40,40.28
3064,40,40.49
3065,40,40.71
3066,40,40.8
3067,40,40.9
3068,40,40.95
3069,40,40.95
3070,40,40.9
3071,40,40.79
3072,40,40.64
3073,40,40.44
3074,40,40.2
3075,45,39.92
3076,45,39.66
3077,45,39.55
3078,45,39.76
3079,45,40.44
3080,45,41.39
3081,45,42.34
3082,45,43.42
3083,45,44.62
3084,45,45.71
3085,45,46.72
3086,45,47.78
3087,45,48.77
3088,45,49.58
3089,45,50.27
3090,45,50.87
3091,45,51.4
3092,45,51.86
3093,45,52.24
3094,45,52.55
3095,45,52.76
3096,45,52.86
3097,45,52.83
3098,45,52.7
3099,45,52.46
3100,45,52.11
3101,45,51.66
3102,45,51.17
3103,45,50.64
3104,45,50.07
3105,45,49.51
3106,45,48.94
3107,45,48.37
3108,45,47.8
3109,45,47.19
3110,45,46.61
3111,45,46.03
3112,45,45.47
3113,45,44.9
3114,45,44.34
3115,45,43.78
3116,45,43.21
3117,45,42.62
3118,45,42.06
3119,45,41.57
3120,45,41.15
3121,45,40.86
3122,45,40.63
3123,45,40.61
3124,45,41.14
3125,45,42.11
3126,45,43.4
3127,45,44.82
3128,45,46.07
3129,45,47.2
3130,45,48.21
3131,45,49.07
3132,45,49.85
3133,45,50.57
3134,45,51.28
3135,45,51.95
3136,45,52.55
3137,45,53.07
3138,45,53.49
3139,45,53.77
3140,45,53.89
3141,45,53.84
,,
,45,53.61
,45,53.23
,45,52.68
,45,51.98
,45,51.18
,45,50.29
,45,49.36
,45,48.4
,45,47.43
,45,46.51
,45,45.56
,45,44.66
,45,43.76
,45,42.86
,45,42.05
,45,41.36
,45,40.82
,45,40.42
,45,40.15
,45,40.2
,45,40.73
,45,41.47
,45,42.27
,45,43.09
,45,43.82
,45,44.56
,45,45.35
,45,46.1
,45,46.81
,45,47.32
,45,47.71
,45,47.97
,45,48.1
,45,48.14
,40,48.02
,40,47.75
,40,47.4
,40,46.91
,40,46.33
,40,45.67
,40,45.01
,40,44.32
,40,43.51
,40,42.68
,40,41.8
,40,40.9
,40,40.01
,40,39.08
,40,38.15
,40,37.17
,40,36.17
,40,35.23
,40,34.54
,40,34.4
,40,34.86
,40,35.74
,40,36.88
,40,37.88
,40,38.79
,40,39.71
,40,40.58
,40,41.38
,i/qi,
,40,42.15
,u/~j,
,40,42.67
,40,43
,40,43.24
,40,43.33
,40,43.36
,40,43.3
,40,43.04
,40,42.58
,40,42.11
,40,41.53
,40,40.95
,40,40.35
,40,39.71
,40,39.05
,40,38.3
,40,37.56
,40,36.95
,40,36.43
,40,35.99
,40,35.69
,40,35.54
,40,35.56
,40,35.67
,40,35.83
,40,36.23
,40,36.92
,40,37.59
,40,38.15
,40,38.76
,40,39.41
,40,40.04
,40,40.67
,40,41.25
,40,41.75
,40,42.17
,40,42.36
,40,42.33
,40,42.11
,40,41.86
,40,41.52
,40,41.06
,40,40.51
,40,39.94
,40,39.32
,40,38.64
,40,37.93
