time,Theta_set,Theta_input
881,45,65.33
882,45,65.96
883,45,66.4
884,45,66.69
885,45,66.9
886,45,67.07
887,45,67.16
888,45,67.23
889,45,67.31
890,45,67.42
891,45,67.64
892,45,67.99
893,45,68.43
894,45,68.94
895,45,69.56
896,45,70.22
897,45,70.95
898,40,71.65
899,40,72.34
900,40,73.02
901,40,73.66
902,40,74.29
903,40,74.91
904,40,75.52
905,40,76.13
906,40,76.71
907,40,77.26
908,40,77.82
909,40,78.36
910,40,78.89
911,40,79.43
912,40,79.96
913,40,80.5
914,40,81.02
915,40,81.56
916,40,82.11
917,40,82.68
918,40,83.28
919,40,83.91
920,40,84.56
921,40,85.24
922,40,85.96
923,40,86.68
924,40,87.44
925,40,88.21
926,40,88.98
927,40,89.78
928,40,90.63
929,40,91.54
930,40,92.51
931,40,93.53
932,40,94.61
933,40,95.75
934,40,96.97
935,40,98.29
936,40,99.68
937,40,101.18
938,40,102.72
939,40,104.32
940,40,105.96
941,40,107.68
942,40,109.2
943,40,110.55
944,40,111.57
945,40,112.15
946,40,112.27
947,40,112.03
948,40,111.6
949,40,111.04
950,40,110.44
951,40,109.87
952,40,109.39
953,40,108.96
954,40,108.6
955,40,108.27
956,40,107.97
957,40,107.68
958,40,107.4
959,40,107.14
960,40,106.87
961,40,106.6
962,40,106.34
963,40,106.09
964,40,105.86
965,40,105.64
966,40,105.41
967,40,105.19
968,40,104.97
969,40,104.72
970,40,104.45
971,40,104.19
972,40,103.93
973,40,103.69
974,40,103.46
975,40,103.21
976,40,103
977,40,102.77
978,40,102.57
979,40,102.38
980,40,102.19
981,40,102
982,40,101.78
983,40,101.58
984,40,101.38
985,40,101.19
986,40,100.99
987,40,100.79
988,40,100.61
989,40,100.43
990,40,100.26
991,40,100.08
992,40,99.88
993,40,99.69
994,40,99.49
995,40,99.29
996,40,99.1
997,40,98.92
998,40,98.74
999,40,98.58
1000,40,98.4
1001,40,98.24
1002,40,98.08
1003,40,98
1004,40,97.99
1005,40,98.04
1006,40,98.23
1007,40,98.31
1008,40,98.3
1009,40,98.14
1010,40,97.84
1011,40,97.38
1012,40,96.8
1013,40,96.19
1014,40,95.52
1015,40,94.74
1016,40,93.87
1017,40,92.88
1018,40,91.76
1019,40,90.51
1020,40,89.19
1021,40,87.86
1022,40,86.55
1023,40,85.25
1024,40,83.92
1025,40,82.54
1026,40,81.08
1027,40,79.54
1028,40,77.91
1029,40,76.17
1030,40,74.4
1031,40,72.57
1032,40,70.73
1033,40,68.86
1034,40,66.99
1035,40,65.14
1036,40,63.3
1037,40,61.48
1038,40,59.74
1039,40,58.02
1040,40,56.29
1041,40,54.54
1042,40,52.73
1043,40,50.9
1044,40,49.12
1045,40,47.39
1046,40,45.73
1047,40,44.08
1048,40,42.47
1049,45,40.85
1050,45,39.28
1051,45,37.91
1052,45,36.89
1053,45,36.19
1054,45,35.75
1055,45,35.68
1056,45,35.99
1057,45,36.55
1058,45,37.25
1059,45,37.99
1060,45,38.78
1061,45,39.54
1062,45,40.21
1063,45,41.02
1064,45,42.01
1065,45,43.12
1066,45,44.26
1067,45,45.45
1068,45,46.73
1069,45,48.13
1070,45,49.51
1071,45,50.78
1072,45,51.9
1073,45,52.85
1074,45,53.65
1075,45,54.3
1076,45,54.82
1077,45,55.24
1078,45,55.61
1079,45,55.95
1080,45,56.31
1081,45,56.68
1082,45,57.07
1083,45,57.48
1084,45,57.86
1085,45,58.21
1086,45,58.54
1087,45,58.54
1088,45,58.84
1089,45,59.14
1090,45,59.41
1091,45,59.65
1092,45,59.85
1093,45,60.04
1094,45,60.23
1095,45,60.42
1096,45,60.66
1097,45,60.99
1098,45,61.45
1099,45,62.01
1100,45,62.72
1101,45,63.55
1102,45,64.46
1103,45,65.48
1104,45,66.68
1105,45,68.12
1106,45,69.86
1107,45,71.84
1108,45,74.07
1109,45,76.5
1110,45,79.08
1111,45,81.83
1112,45,84.71
1113,45,87.77
1114,45,90.98
1115,45,94.3
1116,45,97.74
1117,45,101.23
1118,45,104.37
1119,45,107.08
1120,45,108.81
1121,45,109.69
1122,45,109.71
1123,45,109.19
1124,45,108.34
1125,45,107.32
1126,45,106.32
1127,45,105.44
1128,45,104.71
1129,45,104.13
1130,45,103.64
1131,45,103.21
1132,45,102.85
1133,45,102.54
1134,45,102.24
1135,45,101.89
1136,45,101.54
1137,45,101.22
1138,45,100.93
1139,45,100.71
1140,45,100.53
1141,45,100.47
1142,45,100.46
1143,45,100.45
1144,45,100.41
1145,45,100.33
1146,45,100.2
1147,45,100.04
1148,45,99.88
1149,45,99.8
1150,40,99.77
1151,40,99.74
1152,40,99.71
1153,40,99.68
1154,40,99.6
1155,40,99.45
1156,40,99.18
1157,40,98.81
1158,40,98.32
1159,40,97.73
1160,40,97.03
1161,40,96.22
1162,40,95.34
1163,40,94.41
1164,40,93.49
1165,40,92.67
1166,40,91.95
1167,40,91.3
1168,40,90.69
1169,40,90.16
1170,40,89.63
1171,40,89.05
1172,40,88.46
1173,40,87.81
1174,40,87.15
1175,40,86.46
1176,40,85.79
1177,40,85.13
1178,40,84.5
1179,40,83.94
1180,40,83.43
1181,40,83
1182,40,82.57
1183,40,82.2
1184,40,81.8
1185,40,81.35
1186,40,80.79
1187,40,80.12
1188,40,79.3
1189,40,78.32
1190,40,77.2
1191,40,75.97
1192,40,74.63
1193,40,73.24
1194,40,71.79
1195,40,70.32
1196,40,68.82
1197,40,67.32
1198,40,65.83
1199,40,64.34
1200,40,62.87
1201,40,61.33
1202,40,59.76
1203,40,58.19
1204,40,56.6
1205,40,54.95
1206,40,53.25
1207,40,51.52
1208,40,49.8
1209,40,48.09
1210,40,46.45
1211,40,44.87
1212,40,43.33
1213,40,41.82
1214,40,40.36
1215,40,38.96
1216,40,37.62
1217,40,36.33
1218,40,35.13
1219,40,34.08
1220,40,33.23
1221,40,32.7
1222,40,32.58
1223,40,32.85
1224,40,33.32
1225,40,33.85
1226,40,34.57
1227,40,35.55
1228,40,36.66
1229,40,37.91
1230,40,39.35
1231,40,40.86
1232,40,42.43
1233,40,43.99
1234,40,45.46
1235,40,46.82
1236,40,48.06
1237,40,49.21
1238,40,50.26
1239,40,51.23
1240,40,52.17
1241,40,53.07
1242,40,53.99
1243,40,54.87
1244,40,55.72
1245,40,56.51
1246,40,57.24
1247,40,57.87
1248,40,58.36
1249,40,58.76
1250,40,59.05
1251,40,59.28
1252,40,59.43
1253,40,59.47
1254,40,59.44
1255,40,59.32
1256,40,59.1
1257,40,58.8
1258,40,58.42
1259,40,58
1260,40,57.56
1261,40,57.1
1262,40,56.65
1263,40,56.19
1264,40,55.75
1265,40,55.26
1266,40,54.75
1267,40,54.2
1268,40,53.66
1269,40,53.19
1270,40,52.77
1271,40,52.33
1272,40,51.89
1273,40,51.4
1274,40,50.91
1275,40,50.41
1276,40,49.9
1277,40,49.4
1278,40,48.91
1279,40,48.42
1280,40,47.94
1281,40,47.5
1282,40,47.08
1283,40,46.63
1284,40,46.21
1285,40,45.75
1286,40,45.27
1287,40,44.76
1288,40,44.24
1289,40,43.74
1290,40,43.22
1291,40,42.73
1292,40,42.25
1293,40,41.77
1294,40,41.26
1295,40,40.73
1296,40,40.15
1297,40,39.56
1298,40,38.93
1299,40,38.3
1300,40,37.74
1301,45,37.23
1302,45,36.82
1303,45,36.66
1304,45,36.83
1305,45,37.31
1306,45,37.92
1307,45,38.59
1308,45,39.42
1309,45,40.39
1310,45,41.46
1311,45,42.68
1312,45,44.04
1313,45,45.47
1314,45,46.88
1315,45,48.27
1316,45,49.44
1317,45,50.52
1318,45,51.57
1319,45,52.59
1320,45,53.56
1321,45,54.52
1322,45,55.49
1323,45,56.45
1324,45,57.38
1325,45,58.24
1326,45,59.04
1327,45,59.76
1328,45,60.37
1329,45,60.84
1330,45,61.17
1331,45,61.35
1332,45,61.34
1333,45,61.14
1334,45,60.8
1335,45,60.33
1336,45,59.8
1337,45,59.23
1338,45,58.67
1339,45,58.1
1340,45,57.56
1341,45,57.02
1342,45,56.51
1343,45,56
1344,45,55.51
1345,45,55.04
1346,45,54.6
1347,45,54.2
1348,45,53.79
1349,45,53.43
1350,45,53.11
1351,45,52.8
1352,45,52.52
1353,45,52.2
1354,45,51.86
1355,45,51.54
1356,45,51.2
1357,45,50.86
1358,45,50.51
1359,45,50.15
1360,45,49.77
1361,45,49.39
1362,45,49
1363,45,48.6
1364,45,48.19
1365,45,47.75
1366,45,47.28
1367,45,46.82
1368,45,46.38
1369,45,45.99
1370,45,45.62
1371,45,45.62
1372,45,45.3
1373,45,45.02
1374,45,44.77
1375,45,44.57
1376,45,44.42
1377,45,44.34
1378,45,44.33
1379,45,44.4
1380,45,44.56
1381,45,44.77
1382,45,45.05
1383,45,45.34
1384,45,45.65
1385,45,45.94
1386,45,46.21
1387,45,46.48
1388,45,46.75
1389,45,47.01
1390,45,47.26
1391,45,47.52
1392,45,47.74
1393,45,47.9
1394,45,47.98
1395,45,47.96
1396,45,47.86
1397,45,47.69
1398,45,47.49
1399,45,47.24
1400,45,46.99
1401,45,46.71
1402,40,46.43
1403,40,46.15
1404,40,45.84
1405,40,45.53
1406,40,45.18
1407,40,44.81
1408,40,44.4
1409,40,43.94
1410,40,43.47
1411,40,42.97
1412,40,42.49
1413,40,42.03
1414,40,41.6
1415,40,41.18
1416,40,40.79
1417,40,40.42
1418,40,40.03
1419,40,39.62
1420,40,39.08
1421,40,38.4
1422,40,37.72
1423,40,37.19
1424,40,36.78
1425,40,36.51
1426,40,36.34
1427,40,36.25
1428,40,36.28
1429,40,36.41
1430,40,36.66
1431,40,37.07
1432,40,37.52
1433,40,37.97
1434,40,38.4
1435,40,38.85
1436,40,39.37
1437,40,39.96
1438,40,40.59
1439,40,41.2
1440,40,41.8
1441,40,42.32
1442,40,42.77
1443,40,43.2
1444,40,43.58
1445,40,43.94
1446,40,44.22
1447,40,44.4
1448,40,44.46
1449,40,44.37
1450,40,44.19
1451,40,43.92
1452,40,43.57
1453,40,43.11
1454,40,42.55
1455,40,41.94
1456,40,41.32
1457,40,40.63
1458,40,39.96
1459,40,39.27
1460,40,38.58
1461,40,37.97
1462,40,37.46
1463,40,37.05
1464,40,36.72
1465,40,36.47
1466,40,36.33
1467,40,36.22
1468,40,36.21
1469,40,36.32
1470,40,36.5
1471,40,36.7
1472,40,36.9
1473,40,37.11
1474,40,37.37
1475,40,37.7
1476,40,38.14
1477,40,38.62
1478,40,39.06
1479,40,39.53
1480,40,40.01
1481,40,40.39
1482,40,40.71
1483,40,40.99
1484,40,41.22
1485,40,41.4
1486,40,41.51
1487,40,41.53
1488,40,41.49
1489,40,41.37
1490,40,41.16
1491,40,40.85
1492,40,40.44
1493,40,39.96
1494,40,39.47
1495,40,39.08
1496,40,38.79
1497,40,38.62
1498,40,38.54
1499,40,38.5
1500,40,38.48
1501,40,38.52
1502,40,38.58
1503,40,38.67
1504,40,38.78
1505,40,38.92
1506,40,39.06
1507,40,39.23
1508,40,39.45
1509,40,39.69
1510,40,39.95
1511,40,40.24
1512,40,40.53
1513,40,40.85
1514,40,41.16
1515,40,41.46
1516,40,41.67
1517,40,41.83
1518,40,41.93
1519,40,41.93
1520,40,41.85
1521,40,41.67
1522,40,41.42
1523,40,41.08
1524,40,40.68
1525,40,40.23
1526,40,39.74
1527,40,39.33
1528,40,39.01
1529,40,38.79
1530,40,38.69
1531,40,38.67
1532,40,38.71
1533,40,38.86
1534,40,38.99
1535,40,39.16
1536,40,39.38
1537,40,39.65
1538,40,39.87
1539,40,40.06
1540,40,40.29
1541,40,40.56
1542,40,40.87
1543,40,41.21
1544,40,41.57
1545,40,41.84
1546,40,42.06
1547,40,42.18
1548,40,42.2
1549,40,42.13
1550,40,41.96
1551,40,41.72
1552,40,41.38
1553,45,40.96
1554,45,40.51
1555,45,40.1
1556,45,39.84
1557,45,39.95
1558,45,40.54
1559,45,41.28
1560,45,42.06
1561,45,42.88
1562,45,43.74
1563,45,44.49
1564,45,45.19
1565,45,45.91
1566,45,46.63
1567,45,47.33
1568,45,47.96
1569,45,48.44
1570,45,48.82
1571,45,49.05
1572,45,49.22
1573,45,49.31
1574,45,49.28
1575,45,49.14
1576,45,48.89
1577,45,48.51
1578,45,48
1579,45,47.42
1580,45,46.76
1581,45,46.04
1582,45,45.33
1583,45,44.61
1584,45,43.91
1585,45,43.28
1586,45,42.73
1587,45,42.26
1588,45,41.93
1589,45,41.73
1590,45,41.63
1591,45,41.55
1592,45,41.56
1593,45,41.61
1594,45,41.67
1595,45,41.72
1596,45,41.82
1597,45,41.97
1598,45,42.17
1599,45,42.41
1600,45,42.68
1601,45,42.96
1602,45,43.25
1603,45,43.52
1604,45,43.79
1605,45,44.03
1606,45,44.27
1607,45,44.49
1608,45,44.7
1609,45,44.92
1610,45,45.13
1611,45,45.34
1612,45,45.54
1613,45,45.72
1614,45,45.9
1615,45,46.06
1616,45,46.17
1617,45,46.13
1618,45,46.09
1619,45,46.11
1620,45,46.05
1621,45,45.9
1622,45,45.77
1623,45,45.46
1624,45,45.08
1625,45,44.75
1626,45,44.52
1627,45,44.36
1628,45,44.32
1629,45,44.39
1630,45,44.46
1631,45,44.49
1632,45,44.48
1633,45,44.5
1634,45,44.54
1635,45,44.62
1636,45,44.74
1637,45,44.9
1638,45,45.07
1639,45,45.25
1640,45,45.43
1641,45,45.62
1642,45,45.8
1643,45,45.99
1644,45,46.14
1645,45,46.28
1646,45,46.42
1647,45,46.54
1648,45,46.62
1649,45,46.65
1650,45,46.61
1651,45,46.48
1652,45,46.26
1653,40,45.97
1654,40,45.59
1655,40,45.15
1656,40,44.62
1657,40,44.05
1658,40,43.48
1659,40,42.87
1660,40,42.25
1661,40,41.62
1662,40,40.98
1663,40,40.33
1664,40,39.68
1665,40,39.04
1666,40,38.42
