ime,Theta_set,Theta_input
1628,45,45.35
1629,45,45.28
1630,45,45.19
1631,45,45.08
1632,45,44.98
1633,45,44.84
1634,45,44.72
1635,45,44.6
1636,45,44.47
1637,45,44.34
1638,45,44.21
1639,45,44.1
1640,45,44
1641,45,43.9
1642,45,43.81
1643,45,43.75
1644,45,43.7
1645,45,43.64
1646,45,43.6
1647,45,43.57
1648,45,43.54
1649,45,43.52
1650,45,43.49
1651,45,43.48
1652,45,43.46
1653,45,43.46
1654,45,43.46
1655,40,43.47
1656,40,43.48
1657,40,43.38
1658,40,43.18
1659,40,42.95
1660,40,42.64
1661,40,42.29
1662,40,41.89
1663,40,41.32
1664,40,40.72
1665,40,40.31
1666,40,40.06
1667,40,39.94
1668,40,39.93
1669,40,40.02
1670,40,40.16
1671,40,40.34
1672,40,40.49
1673,40,40.56
1674,40,40.58
1675,40,40.61
1676,40,40.64
1677,40,40.69
1678,40,40.77
1679,40,40.89
1680,40,41.04
1681,40,41.22
1682,40,41.37
1683,40,41.36
1684,40,41.2
1685,40,41.02
1686,40,41.03
1687,40,41.06
1688,40,41.1
1689,40,41.26
1690,40,41.32
1691,40,41.03
1692,40,40.56
1693,40,40.13
1694,40,39.83
1695,40,39.66
1696,40,39.56
1697,40,39.52
1698,40,39.57
1699,40,39.7
1700,40,39.8
1701,40,39.9
1702,40,39.96
1703,40,39.93
1704,40,39.84
1705,40,39.73
1706,40,39.65
1707,40,39.59
1708,40,39.57
1709,40,39.56
1710,40,39.55
1711,40,39.55
1712,40,39.53
1713,40,39.51
1714,40,39.46
1715,40,39.38
1716,40,39.3
1717,40,39.21
1718,40,39.11
1719,40,38.98
1720,40,38.86
1721,40,38.73
1722,40,38.58
1723,40,38.38
1724,40,38.19
1725,40,37.99
1726,40,37.81
1727,40,37.64
1728,40,37.48
1729,40,37.33
1730,40,37.2
1731,40,37.09
1732,40,36.99
1733,40,36.9
1734,40,36.82
1735,40,36.75
1736,40,36.68
1737,40,36.61
1738,40,36.55
1739,40,36.47
1740,40,36.4
1741,40,36.33
1742,40,36.24
1743,40,36.13
1744,40,36.04
1745,40,35.96
1746,40,35.9
1747,40,35.82
1748,40,35.77
1749,40,35.81
1750,40,36.43
1751,40,37.5
1752,40,38.5
1753,40,39.19
1754,40,39.69
1755,40,40.15
1756,40,40.54
1757,40,40.92
1758,40,41.29
1759,40,41.66
1760,40,42.13
1761,40,42.62
1762,40,43.14
1763,40,43.69
1764,40,44.27
1765,40,44.82
1766,40,45.07
1767,40,44.98
1768,40,44.66
1769,40,44.24
1770,40,43.76
1771,40,43.2
1772,40,42.77
1773,40,42.41
1774,40,42.13
1775,40,41.92
1776,40,41.72
1777,40,41.55
1778,40,41.41
1779,40,41.3
1780,40,41.2
1781,40,41.11
1782,40,41.09
1783,40,41.08
1784,40,41.1
1785,40,41.12
1786,40,41.16
1787,40,41.17
1788,40,41.21
1789,40,41.23
1790,40,41.25
1791,40,41.27
1792,40,41.29
1793,40,41.32
1794,40,41.34
1795,40,41.37
1796,40,41.39
1797,40,41.4
1798,40,41.19
1799,40,40.95
1800,40,40.9
1801,40,41
1802,40,41.13
1803,40,41.35
1804,40,41.54
1805,40,41.7
1806,45,41.81
1807,45,41.71
1808,45,41.64
1809,45,41.83
1810,45,42.07
1811,45,42.24
1812,45,42.36
1813,45,42.4
1814,45,42.46
1815,45,42.56
1816,45,42.78
1817,45,43.05
1818,45,43.26
1819,45,43.44
1820,45,43.64
1821,45,43.86
1822,45,44.11
1823,45,44.29
1824,45,44.35
1825,45,44.34
1826,45,44.3
1827,45,44.26
1828,45,44.22
1829,45,44.2
1830,45,44.16
1831,45,44.14
1832,45,44.12
1833,45,44.12
1834,45,44.12
1835,45,44.11
1836,45,44.13
1837,45,44.13
1838,45,44.13
1839,45,44.13
1840,45,44.13
1841,45,44.14
1842,45,44.12
1843,45,44.13
1844,45,44.15
1845,45,44.18
1846,45,44.21
1847,45,44.26
1848,45,44.31
1849,45,44.37
1850,45,44.43
1851,45,44.48
1852,45,44.53
1853,45,44.6
1854,45,44.65
1855,45,44.7
1856,45,44.75
1857,45,44.83
1858,45,44.89
1859,45,44.96
1860,45,45.03
1861,45,45.11
1862,45,45.2
1863,45,45.29
1864,45,45.38
1865,45,45.47
1866,45,45.56
1867,45,45.67
1868,45,45.78
1869,45,45.9
1870,45,46.03
1871,45,46.15
1872,45,46.27
1873,45,46.41
1874,45,46.55
1875,45,46.69
1876,45,46.83
1877,45,46.99
1878,45,47.14
1879,45,47.29
1880,45,47.45
1881,45,47.6
1882,45,47.73
1883,45,47.82
1884,45,47.92
1885,45,48.05
1886,45,48.2
1887,45,48.33
1888,45,48.37
1889,45,48.36
1890,45,48.24
1891,45,48.02
1892,45,47.73
1893,45,47.37
1894,45,46.95
1895,45,46.53
1896,45,46.14
1897,45,45.71
1898,45,45.22
1899,45,44.8
1900,45,44.53
1901,45,44.37
1902,45,44.3
1903,45,44.27
1904,45,44.33
1905,45,44.46
1906,40,44.61
1907,40,44.74
1908,40,44.74
1909,40,44.61
1910,40,44.39
1911,40,44.12
1912,40,43.82
1913,40,43.49
1914,40,43.17
1915,40,42.81
1916,40,42.43
1917,40,42.02
1918,40,41.56
1919,40,41.07
1920,40,40.56
1921,40,40
1922,40,39.41
1923,40,38.79
1924,40,38.25
1925,40,37.82
1926,40,37.51
1927,40,37.31
1928,40,37.26
1929,40,37.27
1930,40,37.43
1931,40,37.71
1932,40,37.96
1933,40,38.18
1934,40,38.45
1935,40,38.68
1936,40,38.81
1937,40,38.84
1938,40,38.84
1939,40,38.86
1940,40,38.92
1941,40,39
1942,40,39.12
1943,40,39.24
1944,40,39.36
1945,40,39.47
1946,40,39.57
1947,40,39.64
1948,40,39.67
1949,40,39.68
1950,40,39.68
1951,40,39.65
1952,40,39.61
1953,40,39.56
1954,40,39.53
1955,40,39.5
1956,40,39.48
1957,40,39.47
1958,40,39.49
1959,40,39.49
1960,40,39.5
1961,40,39.52
1962,40,39.53
1963,40,39.54
1964,40,39.55
1965,40,39.55
1966,40,39.54
1967,40,39.54
1968,40,39.54
1969,40,39.53
1970,40,39.54
1971,40,39.54
1972,40,39.55
1973,40,39.57
1974,40,39.57
1975,40,39.59
1976,40,39.6
1977,40,39.61
1978,40,39.62
1979,40,39.63
1980,40,39.63
1981,40,39.63
1982,40,39.63
1983,40,39.63
1984,40,39.63
1985,40,39.64
1986,40,39.64
1987,40,39.63
1988,40,39.61
1989,40,39.61
1990,40,39.61
1991,40,39.6
1992,40,39.6
1993,40,39.58
1994,40,39.59
1995,40,39.59
1996,40,39.58
1997,40,39.58
1998,40,39.57
1999,40,39.56
2000,40,39.55
2001,40,39.53
2002,40,39.52
2003,40,39.51
2004,40,39.49
2005,40,39.48
2006,40,39.47
2007,40,39.46
2008,40,39.46
2009,40,39.46
2010,40,39.46
2011,40,39.47
2012,40,39.46
2013,40,39.46
2014,40,39.47
2015,40,39.45
2016,40,39.46
2017,40,39.46
2018,40,39.46
2019,40,39.47
2020,40,39.47
2021,40,39.47
2022,40,39.48
2023,40,39.49
2024,40,39.49
2025,40,39.51
2026,40,39.51
2027,40,39.53
2028,40,39.54
2029,40,39.54
2030,40,39.56
2031,40,39.56
2032,40,39.58
2033,40,39.59
2034,40,39.6
2035,40,39.62
2036,40,39.63
2037,40,39.64
2038,40,39.66
2039,40,39.67
2040,40,39.68
2041,40,39.69
2042,40,39.69
2043,40,39.69
2044,40,39.69
2045,40,39.69
2046,40,39.7
2047,40,39.71
2048,40,39.72
2049,40,39.72
2050,40,39.74
2051,40,39.74
2052,40,39.75
2053,40,39.76
2054,40,39.77
2055,40,39.78
2056,40,39.78
2057,45,39.8
2058,45,39.8
2059,45,39.82
2060,45,39.86
2061,45,39.93
2062,45,40.39
2063,45,41.26
2064,45,41.98
2065,45,42.41
2066,45,42.77
2067,45,43.15
2068,45,43.54
2069,45,43.92
2070,45,44.34
2071,45,44.81
2072,45,45.32
2073,45,45.85
2074,45,46.39
2075,45,46.94
2076,45,47.45
2077,45,47.94
2078,45,48.39
2079,45,48.76
2080,45,49.09
2081,45,49.34
2082,45,49.51
2083,45,49.32
2084,45,48.89
2085,45,48.37
2086,45,47.79
2087,45,47.17
2088,45,46.39
2089,45,45.49
2090,45,44.69
2091,45,44.06
2092,45,43.59
2093,45,43.26
2094,45,43.07
2095,45,43
2096,45,43.11
2097,45,43.33
2098,45,43.55
2099,45,43.72
2100,45,43.85
2101,45,43.87
2102,45,43.83
2103,45,43.8
2104,45,43.86
2105,45,43.94
2106,45,44.02
2107,45,44.18
2108,45,44.38
2109,45,44.56
2110,45,44.75
2111,45,44.97
2112,45,45.1
2113,45,45.21
2114,45,45.31
2115,45,45.42
2116,45,45.44
2117,45,45.37
2118,45,45.29
2119,45,45.23
2120,45,45.19
2121,45,45.18
2122,45,45.16
2123,45,45.14
2124,45,45.14
2125,45,45.15
2126,45,45.16
2127,45,45.2
2128,45,45.24
2129,45,45.29
2130,45,45.34
2131,45,45.39
2132,45,45.44
2133,45,45.5
2134,45,45.54
2135,45,45.59
2136,45,45.62
2137,45,45.65
2138,45,45.68
2139,45,45.72
2140,45,45.74
2141,45,45.78
2142,45,45.81
2143,45,45.84
2144,45,45.87
2145,45,45.91
2146,45,45.96
2147,45,46.01
2148,45,46.05
2149,45,46.09
2150,45,46.13
2151,45,46.16
2152,45,46.19
2153,45,46.2
2154,45,46.22
2155,45,46.22
2156,45,46.21
2157,40,46.21
2158,40,46.21
2159,40,46.1
2160,40,45.87
2161,40,45.63
2162,40,45.3
2163,40,44.94
2164,40,44.57
2165,40,44.15
2166,40,43.68
2167,40,43.17
2168,40,42.57
2169,40,41.94
2170,40,41.26
2171,40,40.55
2172,40,39.8
2173,40,39.1
2174,40,38.53
2175,40,38.15
2176,40,37.91
2177,40,37.82
2178,40,37.82
2179,40,37.93
2180,40,38.13
2181,40,38.43
2182,40,38.73
2183,40,39
2184,40,39.22
2185,40,39.37
2186,40,39.46
2187,40,39.49
2188,40,39.55
2189,40,39.62
2190,40,39.74
2191,40,39.89
2192,40,40.06
2193,40,40.25
2194,40,40.42
2195,40,40.6
2196,40,40.77
2197,40,40.84
2198,40,40.73
2199,40,40.43
2200,40,40.1
2201,40,39.82
2202,40,39.6
2203,40,39.61
2204,40,39.73
2205,40,39.83
2206,40,39.91
2207,40,40.02
2208,40,40.12
2209,40,40.18
2210,40,40.2
2211,40,40.22
2212,40,40.24
2213,40,40.27
2214,40,40.3
2215,40,40.33
2216,40,40.37
2217,40,40.41
2218,40,40.48
2219,40,40.53
2220,40,40.5
2221,40,40.47
2222,40,40.52
2223,40,40.5
2224,40,40.16
2225,40,39.67
2226,40,39.13
2227,40,38.7
2228,40,38.56
2229,40,38.58
2230,40,38.72
2231,40,38.89
2232,40,39.14
2233,40,39.46
2234,40,39.72
2235,40,39.85
2236,40,39.85
2237,40,39.76
2238,40,39.69
2239,40,39.68
2240,40,39.71
2241,40,39.78
2242,40,39.88
2243,40,40.01
2244,40,40.15
2245,40,40.32
2246,40,40.47
2247,40,40.62
2248,40,40.74
2249,40,40.8
2250,40,40.71
2251,40,40.67
2252,40,40.79
2253,40,40.87
2254,40,40.85
2255,40,40.77
2256,40,40.75
2257,40,40.76
2258,40,40.81
2259,40,40.83
2260,40,40.8
2261,40,40.51
2262,40,39.89
2263,40,39.2
2264,40,38.75
2265,40,38.61
2266,40,38.6
2267,40,38.66
2268,40,38.84
2269,40,39.1
2270,40,39.32
2271,40,39.32
2272,40,39.46
2273,40,39.56
2274,40,39.62
2275,40,39.6
2276,40,39.52
2277,40,39.44
2278,40,39.42
2279,40,39.47
2280,40,39.57
2281,40,39.71
2282,40,39.87
2283,40,40.06
2284,40,40.26
2285,40,40.43
2286,40,40.58
2287,40,40.7
2288,40,40.79
2289,40,40.81
2290,40,40.68
2291,40,40.53
2292,40,40.54
2293,40,40.62
2294,40,40.74
2295,40,40.85
2296,40,40.82
2297,40,40.72
2298,40,40.56
2299,40,40.34
2300,40,40.13
2301,40,40
2302,40,40.12
2303,40,40.38
2304,40,40.58
2305,40,40.74
2306,40,40.69
2307,40,40.44
2308,40,40.24
2309,45,39.89
2310,45,39.37
2311,45,39.1
2312,45,39.16
2313,45,39.5
2314,45,39.95
2315,45,40.34
2316,45,40.63
2317,45,40.74
2318,45,40.79
2319,45,40.89
2320,45,41.06
2321,45,41.12
2322,45,41.12
2323,45,41.24
2324,45,41.45
2325,45,41.64
2326,45,41.85
2327,45,42.19
2328,45,42.51
2329,45,42.85
2330,45,43.26
2331,45,43.66
2332,45,44.05
2333,45,44.46
2334,45,44.83
2335,45,45.18
2336,45,45.48
2337,45,45.71
2338,45,45.88
2339,45,45.97
2340,45,45.99
2341,45,45.98
2342,45,46.03
2343,45,46.07
2344,45,46
2345,45,45.94
2346,45,45.9
2347,45,45.92
2348,45,45.98
2349,45,46.04
2350,45,46.05
2351,45,46.01
2352,45,45.99
2353,45,45.96
2354,45,45.92
2355,45,45.86
2356,45,45.78
2357,45,45.69
2358,45,45.6
2359,45,45.52
2360,45,45.45
2361,45,45.4
2362,45,45.35
2363,45,45.33
2364,45,45.31
2365,45,45.3
2366,45,45.3
2367,45,45.28
2368,45,45.26
2369,45,45.23
2370,45,45.2
2371,45,45.16
2372,45,45.11
2373,45,45.06
2374,45,45.01
2375,45,44.96
2376,45,44.93
2377,45,44.89
2378,45,44.87
2379,45,44.84
2380,45,44.82
2381,45,44.79
2382,45,44.77
2383,45,44.74
2384,45,44.71
2385,45,44.68
2386,45,44.66
2387,45,44.62
2388,45,44.59
2389,45,44.58
2390,45,44.56
2391,45,44.54
2392,45,44.53
2393,45,44.51
2394,45,44.49
2395,45,44.48
2396,45,44.46
2397,45,44.46
2398,45,44.44
2399,45,44.43
2400,45,44.43
2401,45,44.42
2402,45,44.4
2403,45,44.4
2404,45,44.4
2405,45,44.4
2406,45,44.4
2407,45,44.4
2408,45,44.4
2409,40,44.4
2410,40,44.39
2411,40,44.37
2412,40,44.24
2413,40,43.97
2414,40,43.66
2415,40,43.31
2416,40,43.04
2417,40,42.8
2418,40,42.42
2419,40,41.99
2420,40,41.35
2421,40,40.62
2422,40,40.03
2423,40,39.62
2424,40,39.31
2425,40,39.09
2426,40,38.95
2427,40,38.92
2428,40,38.98
2429,40,39.07
2430,40,39.29
2431,40,39.57
2432,40,39.83
2433,40,39.99
2434,40,40.06
2435,40,40.1
2436,40,40.16
2437,40,40.22
2438,40,40.3
2439,40,40.41
2440,40,40.53
2441,40,40.65
2442,40,40.79
2443,40,40.92
2444,40,41.03
2445,40,41.12
2446,40,41.18
2447,40,41.22
2448,40,41.24
2449,40,41.24
2450,40,41.22
2451,40,41.2
2452,40,41.19
2453,40,41.19
2454,40,41.2
2455,40,41.21
2456,40,41.22
2457,40,41.24
2458,40,41.25
2459,40,41.26
2460,40,41.26
2461,40,41.25
2462,40,41.23
2463,40,41.15
2464,40,41.06
2465,40,40.96
2466,40,40.97
2467,40,41.15
2468,40,41.3
2469,40,41.33
2470,40,41.17
2471,40,41.05
2472,40,40.96
2473,40,40.86
2474,40,40.76
2475,40,40.61
2476,40,40.45
2477,40,40.33
2478,40,40.35
2479,40,40.48
2480,40,40.64
2481,40,40.77
2482,40,40.85
2483,40,40.86
2484,40,40.82
2485,40,40.67
2486,40,40.53
2487,40,40.12
2488,40,39.43
2489,40,38.84
2490,40,38.48
2491,40,38.33
2492,40,38.35
2493,40,38.48
2494,40,38.71
2495,40,38.97
2496,40,39.2
2497,40,39.37
2498,40,39.48
2499,40,39.51
2500,40,39.51
2501,40,39.51
2502,40,39.54
2503,40,39.55
2504,40,39.53
2505,40,39.55
2506,40,39.62
2507,40,39.71
2508,40,39.83
2509,40,39.98
2510,40,40.12
2511,40,40.22
2512,40,40.31
2513,40,40.33
2514,40,40.32
2515,40,40.28
2516,40,40.21
2517,40,40.15
2518,40,40.08
2519,40,40.02
2520,40,39.99
2521,40,39.99
2522,40,40.01
2523,40,40.05
2524,40,40.07
2525,40,40.11
2526,40,40.13
2527,40,40.16
2528,40,40.16
2529,40,40.16
2530,40,40.15
2531,40,40.13
2532,40,40.12
2533,40,40.12
2534,40,40.12
2535,40,40.15
2536,40,40.16
2537,40,40.19
2538,40,40.23
2539,40,40.28
2540,40,40.31
2541,40,40.35
2542,40,40.39
2543,40,40.42
2544,40,40.46
2545,40,40.48
2546,40,40.5
2547,40,40.53
2548,40,40.54
2549,40,40.57
2550,40,40.59
2551,40,40.62
2552,40,40.64
2553,40,40.55
2554,40,40.38
2555,40,40.39
2556,40,40.63
2557,40,40.81
2558,40,40.92
2559,45,40.83
2560,45,40.65
2561,45,40.67
2562,45,40.82
2563,45,40.94
2564,45,41.03
2565,45,41.06
2566,45,41.04
2567,45,41.03
2568,45,41.03
2569,45,41.01
2570,45,41.01
2571,45,41.01
2572,45,41.02
2573,45,41.04
2574,45,41.06
2575,45,41.09
2576,45,41.11
2577,45,41.14
2578,45,41.16
2579,45,41.16
2580,45,41.18
2581,45,41.18
2582,45,41.19
2583,45,41.21
2584,45,41.46
2585,45,41.83
2586,45,42.36
2587,45,43.14
2588,45,43.76
2589,45,44.24
2590,45,44.74
2591,45,45.22
2592,45,45.74
2593,45,46.27
2594,45,46.8
2595,45,47.35
2596,45,47.87
2597,45,48.37
2598,45,48.82
2599,45,49.23
2600,45,49.63
2601,45,49.99
2602,45,50.13
2603,45,49.96
2604,45,49.63
2605,45,49.25
2606,45,48.85
2607,45,48.46
2608,45,48.07
2609,45,47.61
2610,45,46.96
2611,45,46.29
2612,45,45.77
2613,45,45.44
2614,45,45.17
2615,45,45.04
2616,45,44.99
2617,45,44.98
2618,45,45.03
2619,45,45.13
2620,45,45.22
2621,45,45.23
2622,45,45.18
2623,45,45.09
2624,45,45.01
2625,45,44.94
2626,45,44.9
2627,45,44.9
2628,45,44.89
2629,45,44.9
2630,45,44.91
2631,45,44.9
2632,45,44.88
2633,45,44.85
2634,45,44.81
2635,45,44.76
2636,45,44.69
2637,45,44.64
2638,45,44.58
2639,45,44.54
2640,45,44.5
2641,45,44.48
2642,45,44.46
2643,45,44.44
2644,45,44.44
2645,45,44.42
2646,45,44.41
2647,45,44.4
2648,45,44.38
2649,45,44.38
2650,45,44.37
2651,45,44.37
2652,45,44.37
2653,45,44.37
2654,45,44.37
2655,45,44.37
2656,45,44.38
2657,45,44.39
2658,45,44.39
2659,45,44.4
2660,40,44.4
2661,40,44.4
2662,40,44.3
2663,40,44.11
2664,40,43.89
2665,40,43.6
2666,40,43.24
2667,40,42.85
2668,40,42.41
2669,40,41.92
2670,40,41.32
2671,40,40.51
2672,40,39.73
2673,40,39.19
2674,40,38.78
2675,40,38.49
2676,40,38.34
2677,40,38.26
2678,40,38.32
2679,40,38.48
2680,40,38.68
2681,40,38.93
2682,40,39.22
2683,40,39.45
2684,40,39.57
2685,40,39.62
2686,40,39.64
2687,40,39.69
2688,40,39.76
2689,40,39.85
2690,40,39.97
2691,40,40.12
2692,40,40.28
2693,40,40.44
2694,40,40.6
2695,40,40.73
2696,40,40.85
2697,40,40.93
2698,40,40.98
2699,40,41.01
2700,40,41.01
2701,40,41
2702,40,40.99
2703,40,40.97
2704,40,40.98
2705,40,40.99
2706,40,41.01
2707,40,41.02
2708,40,41.05
2709,40,41.07
2710,40,41.07
2711,40,41.06
2712,40,41.05
2713,40,41.04
2714,40,41.02
2715,40,41
2716,40,40.98
2717,40,40.99
2718,40,40.99
2719,40,40.99
2720,40,40.99
2721,40,40.99
2722,40,40.9
2723,40,40.72
2724,40,40.71
2725,40,40.91
2726,40,41.09
2727,40,41.17
2728,40,40.93
2729,40,40.54
2730,40,40.3
2731,40,40.17
2732,40,40.15
2733,40,40.22
2734,40,40.41
2735,40,40.65
2736,40,40.8
2737,40,40.72
2738,40,40.23
2739,40,39.49
2740,40,38.98
2741,40,38.77
2742,40,38.74
2743,40,38.84
2744,40,39.08
2745,40,39.36
2746,40,39.61
2747,40,39.82
2748,40,39.97
2749,40,40.05
2750,40,40.07
2751,40,40.07
2752,40,40.08
2753,40,40.1
2754,40,40.17
2755,40,40.25
2756,40,40.37
2757,40,40.5
2758,40,40.63
2759,40,40.79
2760,40,40.92
2761,40,40.93
2762,40,40.73
2763,40,40.48
2764,40,40.25
2765,40,40.17
2766,40,40.28
2767,40,40.41
2768,40,40.54
2769,40,40.69
2770,40,40.8
2771,40,40.84
2772,40,40.79
2773,40,40.62
2774,40,40.31
2775,40,39.78
2776,40,39.24
2777,40,39.01
2778,40,39.04
2779,40,39.23
2780,40,39.52
2781,40,39.86
2782,40,40.2
2783,40,40.47
2784,40,40.59
2785,40,40.54
2786,40,40.37
2787,40,40.04
2788,40,39.65
2789,40,39.46
2790,40,39.5
2791,40,39.67
2792,40,39.94
2793,40,40.17
2794,40,40.35
2795,40,40.44
2796,40,40.26
2797,40,39.95
2798,40,39.79
2799,40,39.81
2800,40,40.05
2801,40,40.28
2802,40,40.47
2803,40,40.56
2804,40,40.4
2805,40,40.18
2806,40,40.12
2807,40,40.2
2808,40,40.32
2809,40,40.44
2810,40,40.49
2811,45,40.5
2812,45,40.28
2813,45,40.07
2814,45,40.25
2815,45,40.42
2816,45,40.52
2817,45,40.63
2818,45,40.74
2819,45,40.87
2820,45,40.92
2821,45,40.93
2822,45,40.96
2823,45,41.07
2824,45,41.16
2825,45,41.22
2826,45,41.34
2827,45,41.47
2828,45,41.59
2829,45,41.72
2830,45,41.86
2831,45,42
2832,45,42.12
2833,45,42.26
2834,45,42.36
2835,45,42.49
2836,45,42.59
2837,45,42.69
2838,45,42.81
2839,45,42.89
2840,45,43
2841,45,43.09
2842,45,43.19
2843,45,43.31
2844,45,43.42
2845,45,43.54
2846,45,43.65
2847,45,43.77
2848,45,43.91
2849,45,44.02
2850,45,44.16
2851,45,44.28
2852,45,44.4
2853,45,44.54
2854,45,44.68
2855,45,44.8
2856,45,44.91
2857,45,45.04
2858,45,45.17
2859,45,45.29
2860,45,45.43
2861,45,45.58
2862,45,45.73
2863,45,45.9
2864,45,46.09
2865,45,46.29
2866,45,46.52
2867,45,46.73
2868,45,46.9
2869,45,47.06
2870,45,47.16
2871,45,47.28
2872,45,47.4
2873,45,47.43
2874,45,47.42
2875,45,47.38
2876,45,47.34
2877,45,47.3
2878,45,47.28
2879,45,47.26
2880,45,47.24
2881,45,47.24
2882,45,47.23
2883,45,47.24
2884,45,47.25
2885,45,47.26
2886,45,47.27
2887,45,47.29
2888,45,47.3
2889,45,47.3
2890,45,47.29
2891,45,47.28
2892,45,47.26
2893,45,47.23
2894,45,47.2
2895,45,47.17
2896,45,47.14
2897,45,47.1
2898,45,47.06
2899,45,47.03
2900,45,47
2901,45,46.97
2902,45,46.94
2903,45,46.91
2904,45,46.87
2905,45,46.76
2906,45,46.57
2907,45,46.31
2908,45,46.12
2909,45,46.19
2910,45,46.28
2911,40,46.31
2912,40,46.35
2913,40,46.26
2914,40,46
2915,40,45.68
2916,40,45.28
2917,40,44.88
2918,40,44.44
2919,40,44
2920,40,43.52
2921,40,42.96
2922,40,42.35
2923,40,41.72
2924,40,41.05
2925,40,40.37
2926,40,39.66
2927,40,38.92
2928,40,38.25
2929,40,37.68
2930,40,37.31
2931,40,37.12
2932,40,37.08
2933,40,37.1
2934,40,37.2
2935,40,37.43
2936,40,37.69
2937,40,37.93
2938,40,38.14
2939,40,38.33
2940,40,38.48
2941,40,38.55
2942,40,38.58
2943,40,38.63
2944,40,38.71
2945,40,38.86
2946,40,39.04
2947,40,39.24
2948,40,39.46
2949,40,39.68
2950,40,39.88
2951,40,40.04
2952,40,40.17
2953,40,40.25
2954,40,40.28
2955,40,40.28
2956,40,40.26
2957,40,40.22
2958,40,40.18
2959,40,40.15
2960,40,40.14
2961,40,40.15
2962,40,40.17
2963,40,40.22
2964,40,40.27
2965,40,40.3
2966,40,40.34
2967,40,40.34
2968,40,40.26
2969,40,40.18
2970,40,39.92
2971,40,39.58
2972,40,39.46
2973,40,39.56
2974,40,39.8
2975,40,40.02
2976,40,40.16
2977,40,40.2
2978,40,40.15
2979,40,40.12
2980,40,40.1
2981,40,40.11
2982,40,40.14
2983,40,40.17
2984,40,40.21
2985,40,40.27
2986,40,40.33
2987,40,40.37
2988,40,40.34
2989,40,40.05
2990,40,39.68
2991,40,39.47
2992,40,39.49
2993,40,39.6
2994,40,39.87
2995,40,40.19
2996,40,40.45
2997,40,40.57
2998,40,40.5
2999,40,40.38
3000,40,40.41
3001,40,40.47
3002,40,40.48
3003,40,40.54
3004,40,40.63
3005,40,40.7
3006,40,40.78
3007,40,40.87
3008,40,40.95
3009,40,41.02
3010,40,40.82
3011,40,40.32
3012,40,39.75
3013,40,39.43
3014,40,39.38
3015,40,39.49
3016,40,39.69
3017,40,39.94
3018,40,40.16
3019,40,40.27
3020,40,40.07
3021,40,39.64
3022,40,39.32
3023,40,39.23
3024,40,39.34
3025,40,39.56
3026,40,39.86
3027,40,40.14
3028,40,40.35
3029,40,40.25
3030,40,39.97
3031,40,39.82
3032,40,39.68
3033,40,39.62
3034,40,39.72
3035,40,39.98
3036,40,40.29
3037,40,40.6
3038,40,40.74
3039,40,40.76
3040,40,40.77
3041,40,40.47
3042,40,40.04
3043,40,39.77
3044,40,39.47
3045,40,39.24
3046,40,39.28
3047,40,39.47
3048,40,39.77
3049,40,40.09
3050,40,40.32
3051,40,40.42
3052,40,40.3
3053,40,40.01
3054,40,39.54
3055,40,39.09
3056,40,38.9
3057,40,38.94
3058,40,39.13
3059,40,39.4
3060,40,39.69
3061,40,39.94
3062,45,40.12
3063,45,40.22
3064,45,40.25
3065,45,40.24
3066,45,40.24
3067,45,40.22
3068,45,40.22
3069,45,40.22
3070,45,40.23
3071,45,40.24
3072,45,40.25
3073,45,40.29
3074,45,40.33
3075,45,40.37
3076,45,40.4
3077,45,40.44
3078,45,40.47
3079,45,40.49
3080,45,40.48
3081,45,40.49
3082,45,40.58
3083,45,40.73
3084,45,41.35
3085,45,42.42
3086,45,43.39
3087,45,44.08
3088,45,44.74
3089,45,45.41
3090,45,46.08
3091,45,46.75
3092,45,47.48
3093,45,48.19
3094,45,48.88
3095,45,49.58
3096,45,50.16
3097,45,50.38
3098,45,50.3
3099,45,50.11
3100,45,49.8
3101,45,49.39
3102,45,48.95
3103,45,48.46
3104,45,48.03
3105,45,47.58
3106,45,47.14
3107,45,46.69
3108,45,46.3
3109,45,46.06
3110,45,45.9
3111,45,45.85
3112,45,45.97
3113,45,46.11
3114,45,46.24
3115,45,46.32
3116,45,46.33
3117,45,46.33
3118,45,46.34
3119,45,46.37
3120,45,46.4
3121,45,46.44
3122,45,46.49
3123,45,46.55
3124,45,46.53
3125,45,46.3
3126,45,46.02
3127,45,45.89
3128,45,45.93
3129,45,46.09
3130,45,46.28
3131,45,46.54
3132,45,46.82
3133,45,47.03
3134,45,47.16
3135,45,47.15
3136,45,47.06
3137,45,46.88
3138,45,46.61
3139,45,46.3
3140,45,45.98
3141,45,45.71
3142,45,45.65
3143,45,45.7
3144,45,45.89
3145,45,46.12
3146,45,46.01
3147,45,45.67
3148,45,45.26
3149,45,44.67
3150,45,44.04
3151,45,43.5
3152,45,43.13
3153,45,42.89
3154,45,42.74
3155,45,42.72
3156,45,42.81
3157,45,43.01
3158,45,43.3
3159,45,43.61
3160,45,43.91
3161,45,44.18
3162,40,44.39
3163,40,44.58
3164,40,44.65
3165,40,44.62
3166,40,44.51
3167,40,44.3
3168,40,44.04
3169,40,43.8
3170,40,43.53
3171,40,43.33
3172,40,43.1
3173,40,42.89
3174,40,42.66
3175,40,42.37
3176,40,42.08
3177,40,41.72
3178,40,41.3
3179,40,40.83
3180,40,40.34
3181,40,39.89
3182,40,39.37
3183,40,38.85
3184,40,38.32
