ime,Theta_set,Theta_input
3185,40,37.84
3186,40,37.6
3187,40,37.51
3188,40,37.58
3189,40,37.79
3190,40,38.08
3191,40,38.41
3192,40,38.76
3193,40,39.11
3194,40,39.44
3195,40,39.7
3196,40,39.84
3197,40,39.9
3198,40,39.95
3199,40,39.95
3200,40,39.84
3201,40,39.75
3202,40,39.76
3203,40,39.92
3204,40,40.26
3205,40,40.62
3206,40,40.76
3207,40,40.68
3208,40,40.46
3209,40,40.17
3210,40,39.82
3211,40,39.52
3212,40,39.41
3213,40,39.47
3214,40,39.64
3215,40,39.82
3216,40,40.01
3217,40,40.18
3218,40,40.23
3219,40,40.03
3220,40,39.7
3221,40,39.52
3222,40,39.48
3223,40,39.62
3224,40,39.94
3225,40,40.28
3226,40,40.59
3227,40,40.77
3228,40,40.74
3229,40,40.55
3230,40,40.32
3231,40,40.04
3232,40,39.77
3233,40,39.61
3234,40,39.59
3235,40,39.67
3236,40,39.89
3237,40,40.17
3238,40,40.3
3239,40,40.28
3240,40,40.1
3241,40,39.86
3242,40,39.6
3243,40,39.36
3244,40,39.25
3245,40,39.31
3246,40,39.53
3247,40,39.85
3248,40,40.19
3249,40,40.5
3250,40,40.64
3251,40,40.4
3252,40,39.94
3253,40,39.49
3254,40,39.15
3255,40,39.03
3256,40,39.1
3257,40,39.33
3258,40,39.68
3259,40,40.1
3260,40,40.49
3261,40,40.7
3262,40,40.72
3263,40,40.48
3264,40,40.02
3265,40,39.56
3266,40,39.27
3267,40,39.24
3268,40,39.43
3269,40,39.77
3270,40,40.12
3271,40,40.41
3272,40,40.47
3273,40,40.43
3274,40,40.43
3275,40,40.44
3276,40,40.27
3277,40,40.11
3278,40,39.89
3279,40,39.61
3280,40,39.37
3281,40,39.24
3282,40,39.29
3283,40,39.48
3284,40,39.72
3285,40,40.04
3286,40,40.29
3287,40,40.27
3288,40,40.12
3289,40,39.87
3290,40,39.49
3291,40,39.16
3292,40,39.01
3293,40,39.04
3294,40,39.24
3295,40,39.53
3296,40,39.84
3297,40,40.15
3298,40,40.39
3299,40,40.42
3300,40,40.23
3301,40,39.99
3302,40,39.82
3303,40,39.8
3304,40,39.91
3305,40,40.12
3306,40,40.36
3307,40,40.61
3308,40,40.74
3309,40,40.79
3310,40,40.81
3311,40,40.8
3312,45,40.59
3313,45,40.21
3314,45,39.86
3315,45,39.67
3316,45,39.68
3317,45,39.87
3318,45,40.12
3319,45,40.35
3320,45,40.51
3321,45,40.57
3322,45,40.56
3323,45,40.51
3324,45,40.44
3325,45,40.4
3326,45,40.37
3327,45,40.37
3328,45,40.38
3329,45,40.4
3330,45,40.43
3331,45,40.45
3332,45,40.5
3333,45,40.8
3334,45,41.77
3335,45,43.25
3336,45,44.78
3337,45,46.29
3338,45,47.75
3339,45,48.93
3340,45,49.98
3341,45,50.99
3342,45,51.81
3343,45,52.4
3344,45,52.77
3345,45,52.95
3346,45,52.95
3347,45,52.84
3348,45,52.58
3349,45,52.22
3350,45,51.74
3351,45,51.21
3352,45,50.63
3353,45,49.98
3354,45,49.25
3355,45,48.44
3356,45,47.57
3357,45,46.63
3358,45,45.66
3359,45,44.69
3360,45,43.77
3361,45,43
3362,45,42.39
3363,45,41.97
3364,45,41.73
3365,45,41.67
3366,45,41.8
3367,45,42.04
3368,45,42.25
3369,45,42.41
3370,45,42.5
3371,45,42.51
3372,45,42.48
3373,45,42.42
3374,45,42.36
3375,45,42.32
3376,45,42.33
3377,45,42.37
3378,45,42.45
3379,45,42.57
3380,45,42.71
3381,45,42.89
3382,45,43.13
3383,45,43.35
3384,45,43.43
3385,45,43.47
3386,45,43.45
3387,45,43.44
3388,45,43.48
3389,45,43.52
3390,45,43.5
3391,45,43.44
3392,45,43.38
3393,45,43.32
3394,45,43.28
3395,45,43.28
3396,45,43.28
3397,45,43.27
3398,45,43.27
3399,45,43.25
3400,45,43.22
3401,45,43.19
3402,45,43.15
3403,45,43.12
3404,45,43.09
3405,45,43.05
3406,45,43.02
3407,45,43.01
3408,45,43
3409,45,43.01
3410,45,43.03
3411,45,43.06
3412,45,43.1
3413,40,43.16
3414,40,43.23
3415,40,43.31
3416,40,43.41
3417,40,43.5
3418,40,43.6
3419,40,43.68
3420,40,43.69
3421,40,43.53
3422,40,43.3
3423,40,43.02
3424,40,42.66
3425,40,42.39
3426,40,42.32
3427,40,42.38
3428,40,42.52
3429,40,42.77
3430,40,42.85
3431,40,42.74
3432,40,42.43
3433,40,41.88
3434,40,41.28
3435,40,40.74
3436,40,40.29
3437,40,39.96
3438,40,39.78
3439,40,39.74
3440,40,39.85
3441,40,40.03
3442,40,40.22
3443,40,40.4
3444,40,40.55
3445,40,40.63
3446,40,40.67
3447,40,40.68
3448,40,40.66
3449,40,40.66
3450,40,40.67
3451,40,40.7
3452,40,40.74
3453,40,40.78
3454,40,40.84
3455,40,40.9
3456,40,40.95
3457,40,41
3458,40,41.01
3459,40,40.99
3460,40,40.95
3461,40,40.88
3462,40,40.82
3463,40,40.77
3464,40,40.73
3465,40,40.74
3466,40,40.74
3467,40,40.78
3468,40,40.83
3469,40,40.87
3470,40,40.91
3471,40,40.9
3472,40,40.9
3473,40,40.88
3474,40,40.7
3475,40,40.45
3476,40,40.25
3477,40,40.21
3478,40,40.33
3479,40,40.58
3480,40,40.84
3481,40,41.07
3482,40,41.13
3483,40,40.96
3484,40,40.67
3485,40,40.37
3486,40,40.16
3487,40,40.1
3488,40,40.24
3489,40,40.46
3490,40,40.6
3491,40,40.52
3492,40,40.29
3493,40,40
3494,40,39.75
3495,40,39.68
3496,40,39.76
3497,40,39.93
3498,40,40.17
3499,40,40.43
3500,40,40.54
3501,40,40.4
3502,40,40.08
3503,40,39.72
3504,40,39.47
3505,40,39.38
3506,40,39.47
3507,40,39.72
3508,40,40.03
3509,40,40.4
3510,40,40.75
3511,40,40.98
3512,40,41.03
3513,40,40.84
3514,40,40.49
3515,40,40.09
3516,40,39.81
3517,40,39.73
3518,40,39.84
3519,40,40.1
3520,40,40.42
3521,40,40.71
3522,40,40.92
3523,40,41.05
3524,40,41.16
3525,40,41.09
3526,40,40.86
3527,40,40.61
3528,40,40.43
3529,40,40.32
3530,40,40.24
3531,40,40.2
3532,40,40.14
3533,40,40.08
3534,40,40.06
3535,40,40.11
3536,40,40.18
3537,40,40.26
3538,40,40.3
3539,40,40.32
3540,40,40.37
3541,40,40.46
3542,40,40.52
3543,40,40.55
3544,40,40.57
3545,40,40.56
3546,40,40.51
3547,40,40.46
3548,40,40.35
3549,40,40.22
3550,40,40.08
3551,40,40
3552,40,40.01
3553,40,40.02
3554,40,40
3555,40,39.97
3556,40,39.86
3557,40,39.75
3558,40,39.67
3559,40,39.66
3560,40,39.67
3561,40,39.71
3562,40,39.77
3563,45,39.85
3564,45,39.9
3565,45,39.97
3566,45,40.1
3567,45,40.22
3568,45,40.37
3569,45,40.59
3570,45,40.84
3571,45,41.06
3572,45,41.23
3573,45,41.37
3574,45,41.45
3575,45,41.45
3576,45,41.39
3577,45,41.34
3578,45,41.26
3579,45,41.15
3580,45,41.05
3581,45,40.93
3582,45,40.81
3583,45,40.69
3584,45,40.57
3585,45,40.45
3586,45,40.38
3587,45,40.52
3588,45,40.91
3589,45,41.29
3590,45,41.71
3591,45,42.22
3592,45,42.55
3593,45,42.73
3594,45,42.94
3595,45,43.14
3596,45,43.29
3597,45,43.46
3598,45,43.66
3599,45,43.91
3600,45,44.2
3601,45,44.56
3602,45,45
3603,45,45.49
3604,45,46.05
3605,45,46.68
3606,45,47.4
3607,45,48.19
3608,45,49.01
3609,45,49.89
3610,45,50.82
3611,45,51.79
3612,45,52.72
3613,45,53.57
3614,45,54.34
3615,45,55.04
3616,45,55.67
3617,45,56.25
3618,45,56.77
3619,45,57.23
3620,45,57.64
3621,45,57.99
3622,45,58.27
3623,45,58.53
3624,45,58.75
3625,45,58.93
3626,45,59.11
3627,45,59.21
3628,45,59.32
3629,45,59.44
3630,45,59.54
3631,45,59.62
3632,45,59.65
3633,45,59.63
3634,45,59.59
3635,45,59.48
3636,45,59.31
3637,45,59.09
3638,45,58.8
3639,45,58.47
3640,45,58.03
3641,45,57.52
3642,45,56.96
3643,45,56.3
3644,45,55.58
3645,45,54.79
3646,45,53.97
3647,45,53.11
3648,45,52.24
3649,45,51.35
3650,45,50.4
3651,45,49.48
3652,45,48.55
3653,45,47.6
3654,45,46.66
3655,45,45.69
3656,45,44.71
3657,45,43.75
3658,45,42.84
3659,45,42.03
3660,45,41.31
3661,45,40.66
3662,45,40.09
3663,45,39.57
3664,40,39.13
3665,40,38.8
3666,40,38.55
3667,40,38.34
3668,40,38.16
3669,40,38.01
3670,40,37.89
3671,40,37.79
3672,40,37.7
3673,40,37.62
3674,40,37.54
3675,40,37.48
3676,40,37.44
3677,40,37.4
3678,40,37.38
3679,40,37.39
3680,40,37.4
3681,40,37.44
3682,40,37.49
3683,40,37.54
3684,40,37.62
3685,40,37.73
3686,40,37.87
3687,40,38.04
3688,40,38.22
3689,40,38.43
3690,40,38.66
3691,40,38.91
3692,40,39.17
3693,40,39.43
3694,40,39.69
3695,40,39.94
3696,40,40.18
3697,40,40.38
3698,40,40.57
3699,40,40.72
3700,40,40.87
3701,40,40.99
3702,40,41.1
3703,40,41.18
3704,40,41.24
3705,40,41.28
3706,40,41.31
3707,40,41.32
3708,40,41.3
3709,40,41.29
3710,40,41.27
3711,40,41.23
3712,40,41.2
3713,40,41.18
3714,40,41.13
3715,40,41.11
3716,40,41.1
3717,40,41.08
3718,40,41.05
3719,40,41.03
3720,40,41.02
3721,40,41.01
3722,40,40.99
3723,40,40.99
3724,40,41.01
3725,40,41.02
3726,40,41
3727,40,41
3728,40,40.92
3729,40,40.67
3730,40,40.42
3731,40,40.12
3732,40,39.87
3733,40,39.82
3734,40,39.88
3735,40,40.07
3736,40,40.34
3737,40,40.6
3738,40,40.79
3739,40,40.89
3740,40,40.87
3741,40,40.62
3742,40,40.23
3743,40,39.91
3744,40,39.74
3745,40,39.83
3746,40,40.02
3747,40,40.28
3748,40,40.6
3749,40,40.84
3750,40,40.98
3751,40,41
3752,40,41.05
3753,40,41.11
3754,40,41.16
3755,40,41.24
3756,40,41.27
3757,40,41.34
3758,40,41.42
3759,40,41.4
3760,40,41.32
3761,40,41.24
3762,40,41.12
3763,40,40.98
3764,40,40.84
3765,40,40.73
3766,40,40.54
3767,40,40.21
3768,40,39.93
3769,40,39.68
3770,40,39.52
3771,40,39.52
3772,40,39.6
3773,40,39.77
3774,40,39.96
3775,40,40.16
3776,40,40.26
3777,40,40.35
3778,40,40.54
3779,40,40.75
3780,40,40.95
3781,40,41.09
3782,40,41.08
3783,40,41
3784,40,40.89
3785,40,40.77
3786,40,40.62
3787,40,40.5
3788,40,40.37
3789,40,40.14
3790,40,39.94
3791,40,39.8
3792,40,39.7
3793,40,39.62
3794,40,39.57
3795,40,39.53
3796,40,39.53
3797,40,39.52
3798,40,39.6
3799,40,39.7
3800,40,39.84
3801,40,39.98
3802,40,40
3803,40,39.84
3804,40,39.58
3805,40,39.31
3806,40,39.06
3807,40,38.89
3808,40,38.89
3809,40,39.01
3810,40,39.2
3811,40,39.38
3812,40,39.55
3813,40,39.72
3814,40,39.9
3815,45,40.11
3816,45,40.27
3817,45,40.42
3818,45,40.63
3819,45,40.78
3820,45,40.87
3821,45,40.93
3822,45,41.01
3823,45,41.13
3824,45,41.25
3825,45,41.43
3826,45,41.62
3827,45,41.82
3828,45,42.04
3829,45,42.26
3830,45,42.5
3831,45,42.75
3832,45,43.03
3833,45,43.35
3834,45,43.65
3835,45,43.88
3836,45,44.11
3837,45,44.33
3838,45,44.56
3839,45,44.77
3840,45,44.93
3841,45,45.13
3842,45,45.36
3843,45,45.58
3844,45,45.81
3845,45,46.08
3846,45,46.39
3847,45,46.66
3848,45,46.95
3849,45,47.28
3850,45,47.6
3851,45,47.85
3852,45,47.96
3853,45,47.93
3854,45,47.72
3855,45,47.3
3856,45,46.83
3857,45,46.54
3858,45,46.41
3859,45,46.35
3860,45,46.39
3861,45,46.56
3862,45,46.77
3863,45,46.93
3864,45,46.99
3865,45,47.01
3866,45,46.93
3867,45,46.65
3868,45,46.31
3869,45,45.96
3870,45,45.67
3871,45,45.54
3872,45,45.53
3873,45,45.66
3874,45,45.87
3875,45,46.08
3876,45,46.22
3877,45,46.21
3878,45,45.91
3879,45,45.55
3880,45,45.39
3881,45,45.29
3882,45,45.3
3883,45,45.39
3884,45,45.43
3885,45,45.44
3886,45,45.43
3887,45,45.43
3888,45,45.41
3889,45,45.4
3890,45,45.4
3891,45,45.39
3892,45,45.36
3893,45,45.33
3894,45,45.29
3895,45,45.25
3896,45,45.21
3897,45,45.16
3898,45,45.1
3899,45,45.07
3900,45,45.04
3901,45,45.01
3902,45,44.97
3903,45,44.92
3904,45,44.86
3905,45,44.8
3906,45,44.71
3907,45,44.62
3908,45,44.51
3909,45,44.4
3910,45,44.3
3911,45,44.2
3912,45,44.1
3913,45,44.02
3914,45,43.92
3915,40,43.83
3916,40,43.76
3917,40,43.61
3918,40,43.41
3919,40,43.21
3920,40,42.96
3921,40,42.64
3922,40,42.32
3923,40,41.95
3924,40,41.57
3925,40,41.16
3926,40,40.72
3927,40,40.22
3928,40,39.7
3929,40,39.14
3930,40,38.44
3931,40,37.72
3932,40,37.17
3933,40,36.77
3934,40,36.52
3935,40,36.37
3936,40,36.29
3937,40,36.27
3938,40,36.33
3939,40,36.42
3940,40,36.48
3941,40,36.55
3942,40,36.55
3943,40,36.49
3944,40,36.47
3945,40,36.42
3946,40,36.37
3947,40,36.32
3948,40,36.31
3949,40,36.32
3950,40,36.4
3951,40,36.53
3952,40,36.71
3953,40,36.91
3954,40,37.15
3955,40,37.43
3956,40,37.76
3957,40,38.1
3958,40,38.43
3959,40,38.76
3960,40,39.11
3961,40,39.46
3962,40,39.84
3963,40,40.21
3964,40,40.56
3965,40,40.91
3966,40,41.24
3967,40,41.59
3968,40,41.92
3969,40,42.22
3970,40,42.48
3971,40,42.72
3972,40,42.91
3973,40,43.02
3974,40,43.04
3975,40,42.99
3976,40,42.8
3977,40,42.53
3978,40,42.53
3979,40,42.23
3980,40,41.96
3981,40,41.72
3982,40,41.51
3983,40,41.4
3984,40,41.4
3985,40,41.51
3986,40,41.69
3987,40,41.82
3988,40,41.84
3989,40,41.81
3990,40,41.91
3991,40,42.1
3992,40,42.15
3993,40,42.12
3994,40,42.03
3995,40,41.88
3996,40,41.7
3997,40,41.51
3998,40,41.27
3999,40,40.94
4000,40,40.69
4001,40,40.52
4002,40,40.41
4003,40,40.44
4004,40,40.52
4005,40,40.57
4006,40,40.53
4007,40,40.42
4008,40,40.24
4009,40,39.91
4010,40,39.64
4011,40,39.6
4012,40,39.75
4013,40,39.99
4014,40,40.34
4015,40,40.78
4016,40,41.16
4017,40,41.36
4018,40,41.55
4019,40,41.73
4020,40,41.78
4021,40,41.75
4022,40,41.65
4023,40,41.51
4024,40,41.35
4025,40,41.15
4026,40,40.93
4027,40,40.68
4028,40,40.33
4029,40,39.91
4030,40,39.48
4031,40,39.07
4032,40,38.79
4033,40,38.67
4034,40,38.72
4035,40,38.86
4036,40,39.07
4037,40,39.32
4038,40,39.56
4039,40,39.88
4040,40,40.18
4041,40,40.37
4042,40,40.28
4043,40,40.05
4044,40,39.95
4045,40,39.86
4046,40,39.89
4047,40,40.11
4048,40,40.46
4049,40,40.87
4050,40,41.21
4051,40,41.44
4052,40,41.67
4053,40,41.84
4054,40,41.97
4055,40,42.06
4056,40,42.12
4057,40,42.17
4058,40,42.18
4059,40,42.13
4060,40,42.02
4061,40,41.86
4062,40,41.67
4063,40,41.45
4064,40,41.23
4065,40,40.96
4066,40,40.7
4067,45,40.47
4068,45,40.3
4069,45,40.28
4070,45,40.41
4071,45,40.62
4072,45,40.85
4073,45,41.04
4074,45,41.18
4075,45,41.3
4076,45,41.44
4077,45,41.63
4078,45,41.81
4079,45,41.99
4080,45,42.11
4081,45,42.19
4082,45,42.26
4083,45,42.36
4084,45,42.48
4085,45,42.65
4086,45,42.83
4087,45,43.01
4088,45,43.22
4089,45,43.44
4090,45,43.67
4091,45,43.91
4092,45,44.14
4093,45,44.39
4094,45,44.65
4095,45,44.93
4096,45,45.21
4097,45,45.51
4098,45,45.83
4099,45,46.16
4100,45,46.5
4101,45,46.85
4102,45,47.22
4103,45,47.59
4104,45,47.96
4105,45,48.26
4106,45,48.47
4107,45,48.59
4108,45,48.61
4109,45,48.53
4110,45,48.38
4111,45,48.18
4112,45,47.92
4113,45,47.65
4114,45,47.36
4115,45,47.04
4116,45,46.7
4117,45,46.35
4118,45,46.05
4119,45,45.85
4120,45,45.67
4121,45,45.54
4122,45,45.51
4123,45,45.48
4124,45,45.44
4125,45,45.36
4126,45,45.26
4127,45,45.07
4128,45,44.83
4129,45,44.6
4130,45,44.45
4131,45,44.35
4132,45,44.34
4133,45,44.43
4134,45,44.62
4135,45,44.9
4136,45,45.21
4137,45,45.56
4138,45,45.92
4139,45,46.2
4140,45,46.36
4141,45,46.38
4142,45,46.3
4143,45,46.13
4144,45,45.95
4145,45,45.74
4146,45,45.57
4147,45,45.39
4148,45,45.23
4149,45,45.07
4150,45,44.84
4151,45,44.51
4152,45,44.07
4153,45,43.62
4154,45,43.22
4155,45,42.92
4156,45,42.74
4157,45,42.7
4158,45,42.76
4159,45,42.94
4160,45,43.18
4161,45,43.5
4162,45,43.85
4163,45,44.17
4164,45,44.46
4165,45,44.67
4166,45,44.84
4167,40,44.99
4168,40,45.09
4169,40,45.08
4170,40,44.96
4171,40,44.79
4172,40,44.55
4173,40,44.28
4174,40,44
4175,40,43.75
4176,40,43.52
4177,40,43.35
4178,40,43.21
4179,40,43.14
4180,40,43.1
4181,40,43.09
4182,40,43.14
4183,40,43.2
4184,40,43.26
4185,40,43.33
4186,40,43.36
4187,40,43.36
4188,40,43.36
4189,40,43.34
4190,40,43.33
4191,40,43.35
4192,40,43.41
4193,40,43.52
4194,40,43.62
4195,40,43.75
4196,40,43.87
4197,40,43.96
4198,40,44.04
4199,40,44.1
4200,40,44.14
4201,40,44.17
4202,40,44.21
4203,40,44.26
4204,40,44.36
4205,40,44.5
4206,40,44.66
4207,40,44.82
4208,40,44.98
4209,40,45.14
4210,40,45.32
4211,40,45.54
4212,40,45.78
4213,40,45.97
4214,40,46.1
4215,40,46.11
4216,40,46.06
4217,40,45.95
4218,40,45.78
4219,40,45.62
4220,40,45.46
4221,40,45.34
4222,40,45.25
4223,40,45.19
4224,40,45.13
4225,40,45
4226,40,44.8
4227,40,44.53
4228,40,44.26
4229,40,43.99
4230,40,43.99
4231,40,43.78
4232,40,43.66
4233,40,43.63
4234,40,43.63
4235,40,43.67
4236,40,43.7
4237,40,43.68
4238,40,43.68
4239,40,43.72
4240,40,43.83
4241,40,44
4242,40,44.18
4243,40,44.34
4244,40,44.52
4245,40,44.66
4246,40,44.71
4247,40,44.72
4248,40,44.79
4249,40,44.91
4250,40,45.06
4251,40,45.19
4252,40,45.33
4253,40,45.42
4254,40,45.51
4255,40,45.58
4256,40,45.64
4257,40,45.68
4258,40,45.72
4259,40,45.74
4260,40,45.76
4261,40,45.73
4262,40,45.71
4263,40,45.67
4264,40,45.66
4265,40,45.66
4266,40,45.67
4267,40,45.71
4268,40,45.79
4269,40,45.89
4270,40,46
4271,40,46.09
4272,40,46.14
4273,40,46.17
4274,40,46.17
4275,40,46.18
4276,40,46.18
4277,40,46.19
4278,40,46.2
4279,40,46.26
4280,40,46.36
4281,40,46.47
4282,40,46.6
4283,40,46.8
4284,40,47
4285,40,47.21
4286,40,47.39
4287,40,47.54
4288,40,47.57
4289,40,47.53
4290,40,47.42
4291,40,47.29
4292,40,47.13
4293,40,46.98
4294,40,46.84
4295,40,46.72
4296,40,46.65
4297,40,46.6
4298,40,46.55
4299,40,46.47
4300,40,46.4
4301,40,46.32
4302,40,46.27
4303,40,46.23
4304,40,46.17
4305,40,46.13
4306,40,46.09
4307,40,46.06
4308,40,46.05
4309,40,46.07
4310,40,46.11
4311,40,46.17
4312,40,46.2
4313,40,46.21
4314,40,46.22
4315,40,46.19
4316,40,46.19
4317,40,46.23
4318,45,46.32
4319,45,46.49
4320,45,46.71
4321,45,46.92
4322,45,47.1
4323,45,47.24
4324,45,47.32
4325,45,47.35
4326,45,47.38
4327,45,47.41
4328,45,47.48
4329,45,47.61
4330,45,47.85
4331,45,48.21
4332,45,48.65
4333,45,49.12
4334,45,49.57
4335,45,50.02
4336,45,50.38
4337,45,50.68
4338,45,50.89
4339,45,51.01
4340,45,51.02
4341,45,50.98
4342,45,50.9
4343,45,50.78
4344,45,50.64
4345,45,50.5
4346,45,50.35
4347,45,50.21
4348,45,50.21
4349,45,50.08
4350,45,50.02
4351,45,50.02
4352,45,50.11
4353,45,50.27
4354,45,50.45
4355,45,50.65
4356,45,50.86
4357,45,51.07
4358,45,51.27
4359,45,51.45
4360,45,51.58
4361,45,51.68
4362,45,51.84
4363,45,52.05
4364,45,52.37
4365,45,52.73
4366,45,53.15
4367,45,53.53
4368,45,53.87
4369,45,54.14
4370,45,54.31
4371,45,54.41
4372,45,54.39
4373,45,54.29
4374,45,54.12
4375,45,53.87
4376,45,53.57
4377,45,53.22
4378,45,52.88
4379,45,52.53
4380,45,52.19
4381,45,51.86
4382,45,51.56
4383,45,51.33
4384,45,51.16
