40.00,57.66
Theta_set,Theta_input,
I2C
device
connection
DMP...
DMP...
interrupt
ready!
40.00,0.00
40.00,219.58
40.00,216.70
40.00,-254.33
40.00,-254.39
40.00,59.29
40.00,-148.93
40.00,-150.38
40.00,-151.57
40.00,-36.96
40.00,-293.82
40.00,-349.21
40.00,-80.23
40.00,254.50
40.00,-22.98
40.00,37.29
40.00,-319.61
40.00,189.97
40.00,2.30
40.00,348.37
40.00,347.78
40.00,347.03
40.00,346.28
40.00,345.48
40.00,344.70
40.00,343.88
40.00,342.99
40.00,342.13
40.00,341.31
40.00,340.46
40.00,339.56
40.00,338.71
40.00,337.87
40.00,337.01
40.00,336.22
40.00,335.48
40.00,334.72
40.00,334.03
40.00,333.41
40.00,332.82
40.00,332.26
40.00,331.72
45.00,331.20
45.00,330.63
45.00,330.10
45.00,329.46
45.00,328.78
45.00,328.07
45.00,327.32
45.00,326.52
45.00,325.66
45.00,324.76
45.00,323.81
45.00,322.86
45.00,321.98
45.00,321.03
45.00,319.81
45.00,318.59
45.00,317.24
45.00,315.96
45.00,314.69
45.00,313.37
45.00,312.03
45.00,310.68
45.00,309.34
45.00,307.94
45.00,306.61
45.00,60.65
45.00,61.84
45.00,62.90
45.00,63.86
45.00,64.58
45.00,65.11
45.00,65.51
45.00,65.67
45.00,65.65
45.00,65.47
45.00,65.11
45.00,64.58
45.00,63.96
45.00,63.20
45.00,62.30
45.00,61.34
45.00,60.27
45.00,59.15
45.00,58.08
45.00,57.02
45.00,56.03
45.00,55.09
45.00,54.25
45.00,53.45
45.00,52.81
45.00,52.38
45.00,52.12
45.00,51.98
45.00,51.91
45.00,51.93
45.00,51.98
45.00,52.09
45.00,52.28
45.00,52.53
45.00,52.86
45.00,53.29
45.00,53.75
45.00,54.19
45.00,54.50
45.00,54.61
45.00,54.59
45.00,54.51
45.00,54.35
45.00,54.14
45.00,53.88
45.00,53.57
45.00,53.26
45.00,52.96
45.00,52.65
45.00,52.39
45.00,52.16
45.00,51.96
45.00,51.78
45.00,51.54
45.00,51.24
45.00,50.91
45.00,50.57
45.00,50.26
45.00,49.93
45.00,49.59
45.00,49.27
45.00,48.91
45.00,48.54
45.00,48.05
45.00,47.46
45.00,46.75
45.00,45.95
45.00,45.06
45.00,44.06
45.00,42.94
45.00,41.84
45.00,40.85
45.00,40.03
