"일시 실행 1","시간 (s) 실행 1","힘 (N) 실행 1","가속도 - x (m/s²) 실행 1","가속도 - y (m/s²) 실행 1","가속도, Z (m/s²) 실행 1","가속도, |합벡터| (m/s²) 실행 1","각 속도, X (rad/s) 실행 1","각 속도, Y (rad/s) 실행 1","각 속도, Z (rad/s) 실행 1","일시 실행 2","시간 (s) 실행 2","힘 (N) 실행 2","가속도 - x (m/s²) 실행 2","가속도 - y (m/s²) 실행 2","가속도, Z (m/s²) 실행 2","가속도, |합벡터| (m/s²) 실행 2","각 속도, X (rad/s) 실행 2","각 속도, Y (rad/s) 실행 2","각 속도, Z (rad/s) 실행 2"
2022/10/21 05:28:29,0.000,-2.79,-9.8,0.1,0.5,9.8,0.0,0.1,0.0,2022/10/21 05:28:59,0.000,-2.68,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.050,-2.80,-9.7,0.2,0.5,9.7,0.0,0.2,0.0,2022/10/21 05:28:59,0.010,-2.68,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.100,-2.73,-9.9,0.1,0.7,9.9,0.0,0.1,0.0,2022/10/21 05:28:59,0.020,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.150,-2.75,-9.8,0.2,0.4,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.030,-2.72,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.200,-2.80,-9.8,0.0,0.4,9.8,0.0,7.3E-4,0.0,2022/10/21 05:28:59,0.040,-2.71,-9.8,0.2,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.250,-2.81,-9.8,0.0,0.2,9.8,0.0,0.1,0.0,2022/10/21 05:28:59,0.050,-2.69,-9.8,0.2,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.300,-2.72,-9.9,0.1,0.7,10.0,0.0,-0.1,0.0,2022/10/21 05:28:59,0.060,-2.69,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.350,-2.70,-9.8,0.2,0.3,9.8,3.7E-4,-0.1,0.0,2022/10/21 05:28:59,0.070,-2.71,-9.8,0.1,0.5,9.9,0.0,0.0,0.0
2022/10/21 05:28:29,0.400,-2.63,-9.8,0.2,0.6,9.8,0.0,-0.1,3.7E-4,2022/10/21 05:28:59,0.080,-2.70,-9.9,0.1,0.5,9.9,0.0,0.0,0.0
2022/10/21 05:28:29,0.450,-2.65,-9.8,0.0,0.5,9.8,-8.6E-4,-0.1,0.0,2022/10/21 05:28:59,0.090,-2.72,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.500,-2.67,-9.7,0.0,0.3,9.7,0.0,0.0,0.0,2022/10/21 05:28:59,0.100,-2.72,-9.8,0.1,0.4,9.8,0.0,-4.9E-4,0.0
2022/10/21 05:28:29,0.550,-2.64,-9.8,0.2,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.110,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.600,-2.65,-9.8,0.1,0.5,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.120,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.650,-2.63,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.130,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.700,-2.61,-9.8,0.1,0.5,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.140,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.750,-2.64,-9.8,0.1,0.5,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.150,-2.71,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:29,0.800,-2.63,-9.8,0.1,0.6,9.9,0.0,0.0,0.0,2022/10/21 05:28:59,0.160,-2.71,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:29,0.850,-2.62,-9.8,0.1,0.5,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.170,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.900,-2.63,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.180,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:29,0.950,-2.63,-9.8,0.1,0.5,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.190,-2.74,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.000,-2.62,-9.8,0.2,0.6,9.8,3.7E-4,0.0,0.0,2022/10/21 05:28:59,0.200,-2.72,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.050,-2.61,-9.8,0.1,0.5,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.210,-2.72,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.100,-2.64,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.220,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.150,-2.64,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.230,-2.74,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:30,1.200,-2.65,-9.8,0.1,0.5,9.8,0.0,0.1,0.0,2022/10/21 05:28:59,0.240,-2.73,-9.9,0.1,0.4,9.9,-8.6E-4,0.0,0.0
2022/10/21 05:28:30,1.250,-2.66,-9.9,0.1,0.6,9.9,0.0,0.1,0.0,2022/10/21 05:28:59,0.250,-2.73,-9.8,0.1,0.5,9.9,0.0,7.3E-4,0.0
2022/10/21 05:28:30,1.300,-2.68,-9.8,0.0,0.5,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.260,-2.74,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.350,-2.67,-9.8,0.0,0.5,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.270,-2.74,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.400,-2.67,-9.8,0.1,0.5,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.280,-2.74,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:30,1.450,-2.65,-9.8,0.1,0.6,9.8,3.7E-4,0.0,0.0,2022/10/21 05:28:59,0.290,-2.77,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:30,1.500,-2.62,-9.8,0.1,0.5,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.300,-2.77,-9.8,0.1,0.4,9.8,0.0,-4.9E-4,0.0
2022/10/21 05:28:30,1.550,-2.63,-9.8,0.1,0.5,9.8,0.0,-0.1,0.0,2022/10/21 05:28:59,0.310,-2.76,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.600,-2.61,-9.8,0.1,0.5,9.8,0.0,-0.1,0.0,2022/10/21 05:28:59,0.320,-2.76,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.650,-2.60,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.330,-2.75,-9.8,0.1,0.4,9.8,0.0,-4.9E-4,0.0
2022/10/21 05:28:30,1.700,-2.60,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.340,-2.75,-9.8,0.1,0.4,9.8,3.7E-4,0.0,0.0
2022/10/21 05:28:30,1.750,-2.62,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.350,-2.75,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
2022/10/21 05:28:30,1.800,-2.63,-9.8,0.1,0.6,9.9,0.0,0.0,0.0,2022/10/21 05:28:59,0.360,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.850,-2.62,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.370,-2.73,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.900,-2.61,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.380,-2.73,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:30,1.950,-2.58,-9.9,0.1,0.7,9.9,0.0,0.0,0.0,2022/10/21 05:28:59,0.390,-2.75,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.000,-2.59,-9.8,0.1,0.6,9.8,0.0,-0.1,0.0,2022/10/21 05:28:59,0.400,-2.77,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.050,-2.57,-9.8,0.1,0.6,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.410,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.100,-2.57,-9.8,0.1,0.9,9.9,0.0,-0.1,0.0,2022/10/21 05:28:59,0.420,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.150,-2.64,-9.7,0.1,0.4,9.7,0.0,-0.1,0.0,2022/10/21 05:28:59,0.430,-2.68,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.200,-2.58,-9.8,0.1,0.9,9.9,0.0,-0.1,0.0,2022/10/21 05:28:59,0.440,-2.68,-9.9,0.1,0.5,9.9,0.0,0.0,0.0
2022/10/21 05:28:31,2.250,-2.58,-9.8,0.1,0.7,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.450,-2.69,-9.9,0.1,0.5,9.9,0.0,7.3E-4,0.0
2022/10/21 05:28:31,2.300,-2.53,-9.8,0.1,0.8,9.9,0.0,0.0,0.0,2022/10/21 05:28:59,0.460,-2.71,-9.9,0.1,0.5,9.9,0.0,0.0,0.0
2022/10/21 05:28:31,2.350,-2.52,-9.8,0.0,0.8,9.8,0.0,0.0,-0.1,2022/10/21 05:28:59,0.470,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.400,-2.44,-10.0,-0.2,0.8,10.1,0.0,0.0,-0.3,2022/10/21 05:28:59,0.480,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.450,-2.69,-9.6,0.0,0.8,9.6,0.0,0.0,-0.2,2022/10/21 05:28:59,0.490,-2.73,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
2022/10/21 05:28:31,2.500,-2.53,-9.8,-0.2,0.9,9.9,0.0,0.0,0.0,2022/10/21 05:28:59,0.500,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.550,-2.52,-9.8,-0.3,0.8,9.8,3.7E-4,0.0,0.0,2022/10/21 05:28:59,0.510,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.600,-2.52,-9.8,-0.3,0.8,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.520,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.650,-2.55,-9.8,-0.2,0.9,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.530,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.700,-2.54,-9.8,-0.3,0.8,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.540,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.750,-2.55,-9.7,-0.3,0.8,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.550,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.800,-2.56,-9.8,-0.2,0.8,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.560,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
2022/10/21 05:28:31,2.850,-2.56,-9.8,-0.3,0.9,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.570,-2.70,-9.8,0.1,0.5,9.8,3.7E-4,0.0,0.0
2022/10/21 05:28:31,2.900,-2.54,-9.8,-0.3,0.8,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.580,-2.70,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:31,2.950,-2.57,-9.8,-0.3,0.8,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.590,-2.70,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
2022/10/21 05:28:32,3.000,-2.55,-9.8,-0.2,0.8,9.8,-8.6E-4,0.0,0.0,2022/10/21 05:28:59,0.600,-2.70,-9.8,0.1,0.4,9.8,3.7E-4,0.0,0.0
2022/10/21 05:28:32,3.050,-2.53,-9.8,-0.3,0.8,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.610,-2.71,-9.8,0.1,0.4,9.8,3.7E-4,0.0,0.0
2022/10/21 05:28:32,3.100,-2.55,-9.8,-0.2,0.8,9.8,0.0,0.0,0.0,2022/10/21 05:28:59,0.620,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
2022/10/21 05:28:32,3.150,-2.55,-9.8,-0.2,0.8,9.8,0.0,7.3E-4,0.0,2022/10/21 05:28:59,0.630,-2.72,-9.8,0.1,0.3,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.640,-2.74,-9.8,0.1,0.3,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.650,-2.73,-9.8,0.1,0.3,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.660,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.670,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.680,-2.70,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.690,-2.70,-9.9,0.1,0.5,9.9,3.7E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.700,-2.70,-9.9,0.1,0.5,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.710,-2.70,-9.9,0.1,0.6,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.720,-2.70,-9.9,0.1,0.5,9.9,3.7E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.730,-2.71,-9.8,0.1,0.5,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.740,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.750,-2.72,-9.8,0.1,0.4,9.8,-8.6E-4,-4.9E-4,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.760,-2.71,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.770,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.780,-2.68,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.790,-2.70,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.800,-2.73,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.810,-2.75,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.820,-2.74,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.830,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.840,-2.72,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.850,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.860,-2.73,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.870,-2.72,-9.9,0.1,0.4,9.9,3.7E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.880,-2.73,-9.8,0.1,0.5,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.890,-2.72,-9.8,0.2,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.900,-2.71,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.910,-2.73,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.920,-2.73,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.930,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.940,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.950,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.960,-2.71,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.970,-2.70,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.980,-2.73,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:28:59,0.990,-2.74,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.000,-2.74,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.010,-2.74,-9.8,0.1,0.4,9.9,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.020,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.030,-2.73,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.040,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.050,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.060,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.070,-2.71,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.080,-2.70,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.090,-2.70,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.100,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.110,-2.73,-9.8,0.1,0.4,9.8,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.120,-2.73,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.130,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.140,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.150,-2.73,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.160,-2.74,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.170,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.180,-2.71,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.190,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.200,-2.70,-9.8,0.1,0.5,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.210,-2.71,-9.8,0.1,0.5,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.220,-2.71,-9.8,0.2,0.5,9.8,3.7E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.230,-2.69,-9.8,0.2,0.5,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.240,-2.68,-9.8,0.1,0.5,9.8,3.7E-4,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.250,-2.69,-9.8,0.1,0.4,9.8,-8.6E-4,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.260,-2.70,-9.8,0.1,0.4,9.9,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.270,-2.71,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.280,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.290,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.300,-2.69,-9.8,0.1,0.3,9.8,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.310,-2.70,-9.8,0.1,0.3,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.320,-2.70,-9.8,0.1,0.3,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.330,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.340,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.350,-2.66,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.360,-2.66,-9.8,0.1,0.5,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.370,-2.68,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.380,-2.70,-9.8,0.1,0.5,9.9,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.390,-2.69,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.400,-2.69,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.410,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.420,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.430,-2.72,-9.8,0.1,0.4,9.8,0.0,-4.9E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.440,-2.69,-9.8,0.1,0.4,9.8,3.7E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.450,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.460,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.470,-2.68,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.480,-2.71,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.490,-2.70,-9.9,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.500,-2.70,-9.8,0.1,0.4,9.9,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.510,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.520,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.530,-2.68,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.540,-2.69,-9.8,0.2,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.550,-2.70,-9.8,0.2,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.560,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.570,-2.71,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.580,-2.72,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.590,-2.70,-9.8,0.1,0.4,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.600,-2.67,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.610,-2.68,-9.8,0.2,0.4,9.8,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.620,-2.69,-9.8,0.2,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.630,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.640,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.650,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.660,-2.71,-9.8,0.1,0.4,9.8,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.670,-2.70,-9.8,0.1,0.4,9.8,3.7E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.680,-2.68,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.690,-2.69,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.700,-2.70,-9.8,0.1,0.5,9.8,0.0,7.3E-4,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.710,-2.70,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.720,-2.70,-9.8,0.1,0.5,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.730,-2.69,-9.8,0.1,0.5,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.740,-2.69,-9.8,0.2,0.5,9.8,-8.6E-4,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.750,-2.69,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
,,,,,,,,,,2022/10/21 05:29:00,1.760,-2.70,-9.8,0.1,0.4,9.8,0.0,0.0,0.0
