Theta_set,Theta_input,
I2C
device
connection
DMP...
DMP...
interrupt
ready!
48.00,0.00
48.00,56.11
48.00,56.06
48.00,55.99
48.00,55.83
48.00,55.64
48.00,55.49
48.00,55.20
48.00,54.92
48.00,54.66
48.00,54.32
48.00,53.97
48.00,53.60
48.00,53.22
48.00,52.82
48.00,52.38
48.00,51.96
48.00,51.51
48.00,51.03
48.00,50.56
48.00,50.06
48.00,49.57
48.00,49.05
48.00,48.53
48.00,48.00
48.00,47.47
48.00,46.90
48.00,46.39
48.00,46.01
48.00,45.57
48.00,45.23
48.00,44.91
48.00,44.60
48.00,44.37
48.00,44.20
48.00,44.05
48.00,43.94
48.00,43.94
48.00,43.89
48.00,43.87
48.00,43.89
48.00,43.86
48.00,43.90
48.00,43.91
48.00,43.88
48.00,43.85
48.00,43.84
48.00,43.84
48.00,44.01
48.00,44.37
48.00,44.81
48.00,45.13
48.00,45.44
48.00,45.64
48.00,45.96
48.00,46.28
48.00,46.52
48.00,46.86
48.00,47.15
48.00,47.40
48.00,47.71
48.00,47.96
48.00,48.25
48.00,48.50
48.00,48.72
48.00,48.94
48.00,49.14
48.00,49.35
48.00,49.54
48.00,49.72
48.00,49.87
48.00,50.02
48.00,50.16
48.00,50.30
48.00,50.37
48.00,50.31
48.00,50.13
48.00,49.98
48.00,49.98
48.00,49.93
48.00,49.73
48.00,49.75
48.00,49.80
48.00,49.76
48.00,49.77
48.00,49.77
48.00,49.67
60.00,49.59
60.00,49.65
60.00,49.91
60.00,50.11
60.00,50.42
60.00,50.83
60.00,51.22
60.00,51.72
60.00,52.24
60.00,52.82
60.00,53.47
48.00,54.12
48.00,54.76
48.00,55.10
48.00,55.19
48.00,55.23
48.00,55.22
48.00,55.13
48.00,55.04
48.00,54.93
48.00,54.77
48.00,54.51
48.00,54.27
48.00,54.04
48.00,53.72
48.00,53.40
48.00,53.07
48.00,52.68
48.00,52.29
48.00,51.91
48.00,51.46
48.00,51.02
48.00,50.57
48.00,50.10
48.00,49.61
48.00,49.14
48.00,48.63
48.00,48.63
48.00,48.21
48.00,47.70
48.00,47.02
48.00,46.69
48.00,46.40
48.00,45.95
48.00,45.72
48.00,45.44
48.00,45.18
48.00,45.09
48.00,44.95
48.00,44.87
48.00,44.89
48.00,44.95
48.00,45.01
48.00,45.07
48.00,45.13
48.00,45.12
48.00,45.10
48.00,45.10
48.00,45.12
48.00,45.17
48.00,45.24
48.00,45.27
48.00,45.32
48.00,45.38
48.00,45.44
48.00,45.49
48.00,45.53
48.00,45.62
48.00,45.75
48.00,45.77
48.00,45.80
48.00,45.98
48.00,46.04
48.00,46.07
48.00,46.22
48.00,46.31
48.00,46.35
48.00,46.51
48.00,46.59
48.00,46.67
48.00,46.83
48.00,46.91
48.00,47.02
48.00,47.16
48.00,47.27
48.00,47.40
48.00,47.51
48.00,47.66
48.00,47.76
48.00,47.91
48.00,48.06
48.00,48.19
48.00,48.34
48.00,48.49
48.00,48.60
48.00,48.70
48.00,48.83
48.00,48.88
48.00,49.01
48.00,49.08
48.00,49.03
48.00,49.16
48.00,49.23
48.00,49.21
48.00,49.21
48.00,49.15
48.00,49.15
48.00,49.16
48.00,49.12
48.00,49.12
48.00,49.10
48.00,49.08
48.00,49.08
48.00,49.06
48.00,49.05
48.00,49.03
48.00,49.02
48.00,49.01
48.00,48.99
48.00,48.98
48.00,48.97
48.00,48.94
48.00,48.93
48.00,48.91
48.00,48.90
48.00,48.89
48.00,48.87
48.00,48.85
48.00,48.84
48.00,48.82
48.00,48.82
48.00,48.80
48.00,48.79
48.00,48.77
48.00,48.76
48.00,48.76
48.00,48.74
48.00,48.74
48.00,48.73
48.00,48.73
48.00,48.71
48.00,48.70
48.00,48.69
48.00,48.68
48.00,48.67
48.00,48.66
48.00,48.65
48.00,48.64
48.00,48.63
48.00,48.63
48.00,48.63
48.00,48.62
48.00,48.61
48.00,48.60
48.00,48.60
48.00,48.59
48.00,48.58
48.00,48.57
48.00,48.56
48.00,48.55
48.00,48.54
48.00,48.53
48.00,48.52
48.00,48.51
48.00,48.50
48.00,48.49
48.00,48.48
48.00,48.48
48.00,48.47
48.00,48.46
48.00,48.46
48.00,48.45
48.00,48.44
48.00,48.42
48.00,48.40
48.00,48.40
48.00,48.39
48.00,48.39
48.00,48.38
48.00,48.37
48.00,48.35
48.00,48.35
48.00,48.35
48.00,48.35
48.00,48.34
48.00,48.32
48.00,48.32
48.00,48.31
48.00,48.30
48.00,48.29
48.00,48.29
48.00,48.27
48.00,48.26
48.00,48.26
48.00,48.26
48.00,48.25
48.00,48.25
48.00,48.24
48.00,48.24
48.00,48.24
48.00,48.23
48.00,48.23
48.00,48.22
48.00,48.21
48.00,48.21
48.00,48.20
48.00,48.19
48.00,48.19
48.00,48.18
48.00,48.17
48.00,48.17
48.00,48.17
48.00,48.16
48.00,48.16
48.00,48.15
48.00,48.14
48.00,48.14
48.00,48.14
48.00,48.13
