test
Theta_set,Theta_input,
I2C
device
connection
DMP...
DMP...
interrupt
ready!
48.00,0.00
48.00,25.64
48.00,21.44
48.00,84.49
48.00,27.11
48.00,27.04
48.00,-0.35
48.00,29.69
48.00,30.12
48.00,30.43
48.00,30.72
48.00,30.95
48.00,31.24
48.00,31.58
48.00,31.96
48.00,32.37
48.00,32.75
48.00,33.14
48.00,33.54
48.00,33.94
48.00,34.32
48.00,34.72
48.00,35.08
48.00,35.45
48.00,35.80
48.00,36.17
48.00,36.56
48.00,36.97
48.00,37.40
48.00,37.81
48.00,38.22
48.00,38.66
48.00,39.08
48.00,39.51
48.00,39.90
48.00,40.27
48.00,40.63
48.00,41.01
48.00,41.41
48.00,41.81
48.00,42.19
48.00,42.56
48.00,42.92
48.00,43.30
48.00,43.66
48.00,44.01
48.00,44.37
48.00,44.71
48.00,45.03
48.00,45.34
48.00,45.66
48.00,45.94
48.00,46.22
48.00,46.48
48.00,46.70
48.00,46.92
48.00,47.10
48.00,47.25
48.00,47.38
48.00,47.48
48.00,47.55
48.00,47.59
48.00,47.64
48.00,47.66
48.00,47.67
48.00,47.71
48.00,47.75
54.00,47.83
54.00,47.94
54.00,48.04
54.00,48.16
54.00,48.33
54.00,48.53
54.00,48.73
54.00,48.96
54.00,49.22
54.00,49.48
48.00,49.76
48.00,50.02
48.00,50.30
48.00,50.58
48.00,50.85
48.00,51.12
48.00,51.39
48.00,51.66
48.00,51.91
48.00,52.17
48.00,52.39
48.00,52.58
48.00,52.76
48.00,52.93
48.00,53.09
48.00,53.16
48.00,53.16
48.00,53.10
48.00,53.00
48.00,52.84
48.00,52.63
48.00,52.36
48.00,52.07
48.00,51.78
48.00,51.47
48.00,51.15
48.00,50.85
48.00,50.59
48.00,50.36
48.00,50.17
48.00,50.03
48.00,49.91
48.00,49.81
48.00,49.69
48.00,49.60
48.00,49.55
48.00,49.52
48.00,49.49
48.00,49.49
48.00,49.50
48.00,49.51
48.00,49.52
48.00,49.54
48.00,49.57
48.00,49.61
48.00,49.58
48.00,49.48
48.00,49.44
48.00,49.49
48.00,49.54
48.00,49.63
48.00,49.77
48.00,49.94
48.00,50.16
48.00,50.39
48.00,50.47
48.00,50.35
48.00,50.32
48.00,50.34
48.00,50.23
48.00,50.07
48.00,49.82
48.00,49.51
48.00,49.31
48.00,49.18
48.00,49.09
48.00,49.07
48.00,49.04
48.00,49.04
48.00,49.11
48.00,49.23
48.00,49.34
48.00,49.50
48.00,49.66
48.00,49.67
48.00,49.66
48.00,49.83
48.00,49.82
48.00,49.57
48.00,49.60
48.00,49.53
48.00,49.31
48.00,49.29
48.00,49.15
48.00,48.92
48.00,48.65
48.00,48.53
48.00,48.45
48.00,48.41
48.00,48.40
48.00,48.44
48.00,48.50
48.00,48.59
48.00,48.73
48.00,48.86
48.00,48.98
48.00,49.12
48.00,49.20
48.00,48.99
48.00,48.83
48.00,48.73
48.00,48.56
48.00,48.26
48.00,47.78
48.00,47.54
48.00,47.44
48.00,47.24
48.00,47.24
48.00,47.21
48.00,47.23
48.00,47.22
48.00,47.32
48.00,47.39
